gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
LIMCH1	5676.532380455008	-1.338257609158034	0.08423173057309342	1.0653328676185876e-57	2.2279115046915897e-55
AHCYL1	8569.982145575474	-1.1676737457029454	0.07339192170440274	1.1397362401096671e-57	2.353338930211252e-55
PARP14	2853.5109051265845	-1.4701211471078932	0.093292017845963	8.571989992143834e-57	1.7478287593981278e-54
ABCA4	2117.64631553155	-1.9188684901193938	0.12185974266560128	9.277008484596721e-57	1.8682291654412557e-54
ATP2B4	1428.4269322202863	-1.725755372579627	0.10999913184703418	1.7262306942763605e-56	3.433935985979999e-54
XK	286.9582908778483	-3.838591625462804	0.24523660889472362	3.8270377573477475e-56	7.521281915404392e-54
CALB1	7953.796958170146	1.3970711365179544	0.0892996864984821	7.232211518517764e-56	1.4044265986912115e-53
IFI44	893.9510943858495	-1.9932146664388761	0.12802145545112661	1.0457132365843063e-55	2.0067852135486122e-53
WWC1	10824.347414903783	1.265647685968595	0.08109873887911533	1.062622187639638e-55	2.0155224563695087e-53
LY6E	254.03582632105324	7.251827755070807	0.4617693363305667	1.2109002833764439e-55	2.270368439360523e-53
CDK2	3297.2238255290267	-1.3406389274384658	0.08594925145743987	1.2414222560936475e-55	2.3011454365226793e-53
CXCL5	281.39016291452145	-4.630654522501161	0.2971196557646083	1.3734335504499256e-55	2.51724135673474e-53
ZNF716	712.2563381530142	2.6403010514983363	0.1703751476385463	2.4928503636790237e-55	4.518152792481359e-53
LINC00472	2748.825866159509	1.7182187040467984	0.11095478514891945	5.543885920591767e-55	9.937567817219e-53
LPAR3	963.3333893664902	-1.922106889206212	0.12446342071083671	8.751016799974566e-55	1.551593326534621e-52
PPL	9741.315149948681	1.5356693761027638	0.09936979259391782	9.945833206650396e-55	1.744477755557863e-52
ERMP1	5340.3049575756795	-1.3631357963186048	0.08881002156465331	6.167245989444636e-54	1.0702140061683075e-51
ATP13A3	16300.05135081669	-1.2694907975945204	0.08304867468746333	1.571135381079983e-53	2.697722140650177e-51
IFI16	441.6120845328148	-2.8232838206494404	0.1860552729349369	3.738418083750555e-53	6.352195393972819e-51
ARHGDIB	11108.37825160017	-1.082166625884316	0.07117412392007275	8.288396719716262e-53	1.3938178071341408e-50
ZDHHC4	284.41482144595676	-3.6959560455806932	0.24542589402451054	1.6809900821030892e-52	2.7979908387005707e-50
CD55	1040.3593899444752	-2.0769925164040144	0.1380803456773004	4.035347541239802e-52	6.605099387131114e-50
GRK6	1632.3260720221917	2.6001494631134747	0.17314726789315726	4.049227186814072e-52	6.605099387131114e-50
RNF44	2953.352352629754	1.7669870521493807	0.1175668107564524	4.793036589093469e-52	7.740991370425017e-50
DPYSL3	1320.7315257173134	1.8871935229250076	0.12569705859653627	6.534208636221718e-52	1.0449608948436143e-49
RTL6	472.6554888079151	2.698865369323557	0.18014112115088216	7.220910262218602e-52	1.1435678465758235e-49
STAT1	8795.502901037858	-1.1315281899216392	0.07558655970884608	2.690459231954706e-51	4.219881826119728e-49
HSP90B1	45209.94390271132	-1.1164889696678186	0.07493113637376948	7.177310574675803e-51	1.1150122866105875e-48
ZFP82	550.5332773709226	-3.1870741145234027	0.21473566757295	7.780984870598149e-51	1.197390803860349e-48
MORF4L2	11195.688939449452	-1.0929639351245584	0.0736774236576017	1.7734156002010177e-50	2.7035472215400937e-48
TNIK	2657.1581994856215	-1.325826589141625	0.0895602903752561	2.3187987968327904e-50	3.470114309535457e-48
PRTFDC1	681.7850199512924	-2.277967447895362	0.15422477919001956	2.304644050668588e-50	3.470114309535457e-48
HKDC1	294.1702535822519	-5.382227557708291	0.36213372218613665	2.573546310192667e-50	3.816335219260253e-48
TAGLN	2522.8688434972482	1.5130072544988329	0.10284365454519828	1.0060540348187919e-49	1.4784462536904625e-47
IRF9	909.1769980365436	-2.03030582818609	0.138623988671931	1.2021619379526262e-49	1.7508629939181463e-47
SGMS1	1422.660131531966	-1.7724265061379476	0.12110210884446	1.7626873881004985e-49	2.544509440238525e-47
OAS3	2816.6002659793	-1.4381756182643237	0.09820406271586733	2.0834619577979286e-49	2.9811781978596326e-47
SNTB1	2489.927290536104	-1.3844760681110146	0.0946057242507768	2.7009496178139446e-49	3.831120883980962e-47
RYR2	456.7921523970733	-2.4576953288581076	0.16990345773422066	1.7658477434347877e-48	2.483147275078298e-46
NDST1	4199.380263675074	1.3962895513776734	0.09634639370176092	2.1185523104354242e-48	2.9536602810104817e-46
ANXA7	9266.804205326333	-0.9907226637676468	0.06819342628655434	2.1414293887059378e-48	2.9602539142857e-46
PCBP2	13647.28143661261	-0.9561996080832823	0.06601103205282542	4.437210971247891e-48	6.0823349044534115e-46
GPD2	3911.7021337767824	-1.4138705752757093	0.09801907154753628	5.300442095983705e-48	7.205067622473849e-46
GPRIN1	1112.0017233959722	1.9413289287503435	0.13486383598078278	5.458098861700724e-48	7.35805856463324e-46
ARHGEF37	1208.5283264443124	1.7580617801068876	0.12214155595295266	6.209320856857636e-48	8.302167362054243e-46
VLDLR	1416.0195340466867	-1.7768235079027006	0.12356729345219919	9.33750729380891e-48	1.2383204794846419e-45
FAM107B	2819.5262698128577	-1.2995044058580214	0.09037293445244793	1.3039627301657755e-47	1.7153419398761398e-45
ARHGAP5	4858.582222069149	-1.2917487176718476	0.08990973426610194	1.4264422511724934e-47	1.8614500800900573e-45
VGLL1	420.2559946739865	-3.278478441733225	0.22897063684077154	1.6480518010259457e-47	2.133573093518669e-45
H1-0	2484.347683478614	-1.3467826623392836	0.09389308751893072	1.8348303067906067e-47	2.3566733830211322e-45
SPP1	179.27044944583307	-4.501946071481373	0.3151593285165434	3.0679475009105993e-47	3.909715596472945e-45
PSME2	2884.6270076773135	-1.2890760743001535	0.09005821316161841	3.165048031416773e-47	4.002190968098481e-45
CC2D2A	461.6513962375533	-2.6625931848920628	0.18780618894445536	1.1002746565209754e-46	1.380590784397704e-44
TMPRSS4	2504.7918326913627	1.4587747983230401	0.10280580202861195	1.570519085938849e-46	1.9555959793766797e-44
CKAP4	2001.077741669951	-1.3343698070709782	0.09401197543022724	1.730568075784986e-46	2.138562610015507e-44
ZNF354C	472.3633451887671	2.937858458501026	0.20784754098654484	2.126204642906411e-46	2.607718055269878e-44
LARP1	21859.207685419766	0.9121393247086496	0.06443786036325753	2.4631490130705917e-46	2.9984243806871263e-44
IL1RL1	197.58548107829574	-3.92384788952501	0.27827390815830955	2.617334409516249e-46	3.162515473187338e-44
ABLIM2	506.1430338035578	2.525628399217714	0.17921033457598182	3.431249674205284e-46	4.1154812268850435e-44
MAP7D2	481.2669951846744	-7.531616271923884	0.5256040916250438	4.216215445133093e-46	5.020066156278176e-44
RACK1	34128.17571230804	1.3178048175417945	0.09341067756249094	4.314551956871758e-46	5.099925472499429e-44
SPTLC3	336.4967860617348	-3.9814640342692296	0.2841830097914432	1.4340836772747103e-45	1.6829333053025234e-43
DNMT3B	1427.1101992637155	-1.7292712542382738	0.1231943811537411	1.4916959876057124e-45	1.7380389249874558e-43
FGF18	2723.239652451509	1.5584556554070648	0.11166098208908601	3.850663218944288e-45	4.4547530799588104e-43
ESD	4884.005195729243	-1.0737667542639961	0.07687512622739354	5.961117173456563e-45	6.847728403762215e-43
TACSTD2	9076.07702920775	-1.1716819971218664	0.08411528650744843	7.836180083926031e-45	8.93872514188821e-43
ICAM1	3745.020603676299	-1.294744814835543	0.09309071870134013	9.448880525828889e-45	1.0703481884536168e-42
EPS8	2300.0352176442293	-1.430257818993083	0.10298276267836641	1.151893825689117e-44	1.2958408334235088e-42
PNMA2	184.81827909074033	4.480359889937874	0.3238811967196834	1.7877644829586386e-44	1.9973982360288568e-42
JADE2	2206.056549705036	1.6300325689423278	0.11782936306770252	2.0948530067587685e-44	2.3245743024659204e-42
TBC1D9B	3304.3797163306067	1.8577307890975936	0.13451563626293578	2.5497241319819545e-44	2.810209462222273e-42
ERGIC1	13282.166812212638	1.0161406876659331	0.07328846278753018	2.762098024829911e-44	3.023848522216477e-42
MGAT1	2167.4765527756144	1.4327361356451636	0.10390173262580651	4.3361140695227674e-44	4.715379513470359e-42
TUBB2B	470.38109596925585	2.7456073366877143	0.20006163482230874	5.274218633125246e-44	5.697553267784041e-42
SPRY4	1721.345361321912	1.3901075596518813	0.10099978094736256	6.665887013508795e-44	7.153549273970753e-42
PTGS1	389.7453963590247	-2.6507843309618857	0.19332659436742844	6.738633922400615e-44	7.184352715176395e-42
LIPG	1318.2359191245002	-1.49464605540062	0.10925221665599362	1.9616185676319765e-43	2.077787147741091e-41
CLINT1	17760.01275691199	0.974515827322077	0.07103310125187944	2.151305544206305e-43	2.2640061959414997e-41
CMBL	502.14389836487516	-6.619601175275815	0.4790881572855298	3.0512972346808753e-43	3.190561570007336e-41
CNN3	13509.01889890724	-0.9493280817397806	0.06950783857583312	3.9511138891109386e-43	4.105131831794753e-41
CCN2	38433.20542847923	0.8993014797013679	0.06580915739829057	5.0483057688343404e-43	5.211896436786441e-41
MATN2	868.6052245057916	-1.748245466564651	0.12917535445677356	1.2300108573025381e-42	1.2618828367496226e-40
LRRC8D	4230.040718564521	-1.1718076319438935	0.087360494176883	6.324297999326516e-42	6.447621810313383e-40
ARHGEF12	11529.035608149796	-0.9187861248654715	0.06828917240868926	7.384367128589156e-42	7.48160227338797e-40
CDH2	5759.521199071578	1.0585651437485035	0.07873558945187191	7.45855436627377e-42	7.510119680410971e-40
TSPAN6	2634.676451343444	-1.4334808600196955	0.10695653189789457	1.239065335368911e-41	1.2399775307078328e-39
LAMP3	1103.2575736259535	-1.9350312871999695	0.14497791464614126	1.2706811663613418e-41	1.2638628771759884e-39
CDK1	9023.034072468732	-1.1044762487526527	0.08256516829203356	1.8255240235359295e-41	1.8047241134495807e-39
FGF5	280.729446993918	-2.8847659604372042	0.21693659319574668	1.852651595895456e-41	1.8205092067618483e-39
LBH	4962.680710258292	1.2120075108069026	0.09079625778861898	2.2278071598020323e-41	2.176047328783877e-39
IPO5	7117.205602697123	-1.0963569928457182	0.08215835159238573	2.975914712662026e-41	2.889471475770415e-39
LITAF	1267.222119927803	1.5484274835062593	0.11645023349203627	3.4453410553624737e-41	3.325467650596016e-39
LARP4	4985.654662409974	-1.2041255499577	0.090587754094674	5.025847656431976e-41	4.8224486453952e-39
PARP2	2439.478634293384	-1.2413699367840156	0.09358548380417381	7.772576903937499e-41	7.414402015030906e-39
TRIM55	418.65850824485506	-2.6026807362515183	0.1978663063714431	1.2761657328591278e-40	1.2102799671161682e-38
RACGAP1	6332.015133200639	-0.9927223825495297	0.07494078079927642	1.32561544931635e-40	1.2499097808814046e-38
P3H2	2485.8457674813803	-1.1733700006650714	0.08878638288604919	1.4814331058913919e-40	1.388800966856344e-38
NRP2	913.8201298878972	-1.6540679110387448	0.12574929765545145	2.0368921055507805e-40	1.8986162300425332e-38
EMP1	10584.870428867309	-0.9554825884088041	0.07241236523601075	2.5367214378910953e-40	2.351079550845429e-38
PLXND1	1934.1698170846103	1.9799529895332	0.1509796927132455	2.7067697249097574e-40	2.494510042527003e-38
MAGT1	4571.839122000892	-1.1196383898449782	0.08499764573906088	2.8009319665682403e-40	2.566786642621412e-38
HTT	5805.277414565288	1.0955976421699747	0.08328150934077572	3.418812454000673e-40	3.1155122206513394e-38
NEGR1	682.8504943161147	-2.0311496717084183	0.15534400697875383	4.320149025794657e-40	3.915015050486803e-38
RGS7	1232.0079070092938	-1.7968418871837144	0.13719347140079582	4.421149960223923e-40	3.9844087376338466e-38
ANO6	4390.432748389055	-1.1117556141728269	0.08468272031139856	5.202703008382282e-40	4.6629940369632845e-38
C9orf64	446.0900479219068	-2.5474117164771752	0.19544838905301223	5.976275236918727e-40	5.327049271290616e-38
CCDC80	804.45813317146	-5.71904983423044	0.43114269830363156	6.368160483572999e-40	5.645512706958846e-38
BAZ1A	3559.0725385413393	-1.1903522114712326	0.09106715643082167	9.520466880820483e-40	8.394478689726687e-38
LMCD1	4388.734329404956	1.180929146042262	0.0907491905264246	2.0935526138537295e-39	1.8360231310312922e-37
KIF4A	4358.919805562234	-1.0441285382981131	0.08041755440030954	3.6538843231927607e-39	3.1872813411722093e-37
RALGPS2	10915.59514270064	-1.0550805402460157	0.08156870393369073	5.507638165977781e-39	4.778754987416466e-37
MIA2	2703.9018562913266	-1.280181698080014	0.09896219280825459	5.7759906029002206e-39	4.98507718066182e-37
KIAA1191	6894.063376953384	0.909230934172026	0.07017350975321049	6.331727494326279e-39	5.4359546782868556e-37
NTNG1	261.4433441326743	-3.2349205366030014	0.25212535109010714	8.199772865476557e-39	7.002863611604901e-37
GALNT3	4673.173117404924	-1.172532228749853	0.09091482036048656	1.0311141820469108e-38	8.76017423830688e-37
SPATS2	2226.2834727330956	-1.2194703087249492	0.09464902706930972	1.0393616594830797e-38	8.784490875382381e-37
AJUBA	10931.16402794662	-0.8588654488304245	0.06644286755513482	1.1145187958955626e-38	9.371149793117742e-37
IFI27	355.5581070893581	-2.5277783073972357	0.19806700324375653	1.9329092034185049e-38	1.6169033295468026e-36
TP53BP2	3846.2304013775965	-1.0791952163896208	0.08428862757835426	3.5458436185658693e-38	2.9510102605125748e-36
LINC01224	2224.070733175486	1.1560184547435524	0.09055405101468807	5.425195072861094e-38	4.49217167657412e-36
MICAL2	12278.127133061971	0.8339009177475952	0.06510099428151393	5.489140626555546e-38	4.522164742443134e-36
PTTG1IP	12158.618363446469	0.8757241075391219	0.06861089060340697	8.352938199708515e-38	6.846890849931924e-36
PLCE1	1071.8767749141882	-1.7895971856168278	0.1414399889587503	1.096694061667595e-37	8.944636766960906e-36
BHMT2	1116.0809588963039	-9.259935580390252	0.708361618984435	1.2361218299823659e-37	1.0031651388394206e-35
SEMA3E	456.00707017184163	-2.225130829201326	0.17626247176431029	1.4246999865992957e-37	1.1504805040300848e-35
CHCHD2	7916.549326740643	1.1067382361269151	0.08706716586568633	1.8209283775893621e-37	1.4632011672530873e-35
CLIP4	4363.804968888618	-1.1050249511051886	0.08751696992753645	3.3037028296274587e-37	2.641666693964858e-35
ADIPOR1	2836.7541469724815	-1.0621784988245027	0.08433046570641363	5.562613371985121e-37	4.426212162137624e-35
IL1A	628.2246159628841	-2.1720148601093534	0.1736767857975261	5.957941404344013e-37	4.717764086779589e-35
PTPRS	766.4637544842104	1.9364629553838153	0.15473869249249037	6.179469204068755e-37	4.869541142839107e-35
CD44	2156.267621849855	-1.137989337571454	0.09051846454894753	6.360939291782772e-37	4.988444313825028e-35
INSR	564.2290012691475	2.0901440048213265	0.1671785670906245	6.665927513788386e-37	5.202612899756753e-35
RASSF8	1056.2424554027464	-1.777033339069108	0.1419204453015685	6.9687721972469835e-37	5.41307676578537e-35
AGMAT	237.80903359629377	-3.097274047896847	0.24835326171713432	7.58972085957518e-37	5.867465718549305e-35
RAB27A	839.2331916634325	-1.7586545789066694	0.1405733976719691	8.188622207833088e-37	6.300604030857232e-35
NHP2	1251.3334765497457	1.5505869006636024	0.12403222898472346	1.005322241554066e-36	7.698974837666632e-35
PTPRB	2500.4699643704785	1.2296254686347223	0.09848408038148648	1.7132092486799252e-36	1.305881741330231e-34
SOX4	4212.624078575106	1.0262417969257855	0.08232443264198779	3.0270239053223045e-36	2.285963608500807e-34
PINCR	592.0335146657875	1.8662359507075743	0.15043370538289708	3.0206168596182024e-36	2.285963608500807e-34
DNAJA4	410.9252258607704	-2.3318850963626643	0.18867450360491625	3.206796511319136e-36	2.4105651932091122e-34
NPC2	2882.754185938561	-1.1316186661698178	0.091046258383008	3.5717712861698597e-36	2.6726024412845303e-34
SLC38A2	51652.00885132444	-0.9321933252328867	0.07486404900872881	3.846465731901549e-36	2.8650022383003683e-34
DIAPH2	677.0061909127513	-1.8259284945142615	0.1477636790071948	4.470686339429095e-36	3.314810707671245e-34
HEATR5A	2366.7517158046758	-1.3765457202743077	0.11097350737492744	4.525600767908325e-36	3.3403438790099815e-34
PXK	1459.7364843167995	-1.6116567759983842	0.12998690534301222	4.569368637276435e-36	3.357456811317712e-34
DAAM1	2059.68851766811	-1.2546768057052131	0.10121665678170635	4.7324339231677277e-36	3.4616799172516583e-34
ADRA1B	637.5088016491964	2.011302588274671	0.16295041172364244	5.222025193070746e-36	3.8027533459540185e-34
DAPP1	631.0113020020681	-2.2573796375462867	0.18316267406360728	6.928222111959489e-36	5.0228070706792525e-34
FOXL1	121.2378285666675	5.517003199608807	0.4459212445361932	7.265871208118883e-36	5.244287218886514e-34
RPL26L1	1922.756266008741	1.1874599093950635	0.09616835967924849	9.890118447936244e-36	7.0757724615235096e-34
FOLR1	311.4851209914328	-3.473776686696826	0.2833869728567819	9.852844991943516e-36	7.0757724615235096e-34
RNF145	10730.414002330788	0.8948875841672151	0.07289489150738501	1.4311488012557692e-35	1.019427914676162e-33
ERVMER34-1	660.137709860478	-1.7903249080704078	0.14602577377944645	1.752607675264267e-35	1.242979843430901e-33
MSN	20477.813723652915	-0.7815418346444578	0.06346222582575681	2.3077303594318806e-35	1.629597299699257e-33
GCNT2	517.0959094502692	-2.309491130367838	0.18980801749778464	3.897789395800105e-35	2.740549164840143e-33
GBP1	1346.9509720005788	-1.5499020021780827	0.12690314401592998	4.0650390430258966e-35	2.8458762605080868e-33
ZNF208	555.816486432842	-5.951985073103825	0.48106221268455845	5.633525190518768e-35	3.9270967054590656e-33
SMAD3	2535.610378624347	-1.1017741600498283	0.09022365056057567	6.145121463020876e-35	4.265498778927512e-33
CNOT6	3221.3965468162974	1.1371641542008477	0.09314570086580218	6.586421864385061e-35	4.552445485247844e-33
ANK3	3951.1811415360803	-1.2267179417229066	0.10066250810507751	7.483870805440115e-35	5.1509240750354084e-33
NNMT	1685.9769865657559	1.288454399108299	0.10582624990579041	7.83445087285884e-35	5.369561455381235e-33
FTL	13598.94911158248	-1.2080109227764018	0.09950292438010236	1.134862990039367e-34	7.745558616536466e-33
ARMCX4	235.60647689170892	-3.0290390829030795	0.2514449791464101	1.7194295061417062e-34	1.1686389210076463e-32
LTBP2	3069.0029204052917	1.433714861396786	0.11859248730164966	1.8430724522042967e-34	1.2474770888114725e-32
GM2A	1410.2579928095556	1.3919386516249628	0.11513787998707592	1.8922101853100398e-34	1.2754434935031972e-32
ABHD4	1696.7258058093234	-1.2981033018010384	0.1073575871756011	2.025526632040679e-34	1.359686848635702e-32
ACTG1	67974.73794746287	1.3004930467053921	0.10757207939532105	2.143819311852368e-34	1.4331959268416322e-32
MEGF6	504.7264684839909	2.5081054050276115	0.20881372197351483	2.38062580775342e-34	1.5850109459621955e-32
GAS7	187.2902733878894	3.4191675640979535	0.28469086136678445	2.5931531401738856e-34	1.719492439939692e-32
FN1	166042.71668258696	-0.7278710045277162	0.06000249806498719	2.964980796762751e-34	1.9580877229471251e-32
KANSL2	1777.9488451042332	-1.2436316405799765	0.10319917772220366	3.1933780635855182e-34	2.1004186682744748e-32
TNNC1	454.77856518367145	-2.329919369885264	0.19445040402344307	3.3500110367918183e-34	2.194593575588279e-32
WSCD1	279.85751138012057	2.9756533046220475	0.24835342179623843	3.3696849007958943e-34	2.1986520040713052e-32
DOCK4	1966.0948344507706	1.2313472656786253	0.10224549830466366	4.0945994618732225e-34	2.661000255859602e-32
TCEAL9	1813.951479071818	-1.2840357004311593	0.10683392504406189	5.235134004913097e-34	3.388710551116764e-32
