gene_id	ID	log2FC	AveExpr	t_stat	P.Value	adj.P.Val	B_stat
4170	SLFN5	1.3744870511638008	1.9169278923004929	18.97555499215205	7.529146739360741e-7	2.1929958720960644e-4	6.859845757462953
12522	CCDC80	2.683936014378472	6.424936517033727	18.83838545067367	7.879956064572413e-7	2.1929958720960644e-4	6.815484055648817
4802	MEOX1	4.130934691917179	3.803143712985356	18.8372098566793	7.88304314654223e-7	2.1929958720960644e-4	6.8151020863327485
4861	EPB41L3	-2.8596779589558867	1.4985634803158547	-18.77149279620359	8.05785612383492e-7	2.1929958720960644e-4	6.793701323644665
672	RECQL4	-1.6174207886230043	3.2491727265448653	-18.7639726187627	8.078144328262242e-7	2.1929958720960644e-4	6.791246319744239
4703	GSDMC	-1.1533167198376983	0.7812831739235845	-18.566409323057556	8.632869165415213e-7	2.3017387412288312e-4	6.726301125212956
14412	DLX3	-1.4563378756582852	0.6334196666841372	-18.48408030785073	8.876928485511357e-7	2.3252880564415804e-4	6.698978961341041
2894	COL17A1	2.7761811870047457	5.311213970934007	18.285844065458512	9.497983507609881e-7	2.445075719864192e-4	6.632558587866095
10477	LRP11	-2.6786400065438873	1.590692046216228	-18.22504083069575	9.698423449414255e-7	2.454358652935665e-4	6.612004909768208
4718	SMIM22	-2.509710168411701	1.1067683190361606	-18.063832656751895	1.0253925157878908e-6	2.5516892755381664e-4	6.55709341227902
10281	RAP1GAP2	1.765886196245972	3.7827895544865964	17.88093323164547	1.0929184406140065e-6	2.675141842099628e-4	6.4940495459577505
3618	CALB2	-3.2519856021721054	1.772907782300587	-17.82829991840684	1.113291915510734e-6	2.681058321046898e-4	6.475758846039213
4880	TRAF1	1.9750868278015017	1.7495174953033836	17.71592164189922	1.1582765416185315e-6	2.74511540363592e-4	6.436481416581952
3075	PHB2	-1.2906976151710037	7.35974428707432	-17.629542578268314	1.19428275362379e-6	2.755152992866053e-4	6.406081245141946
2616	ITPKA	1.0246286801680122	1.3520730120664615	17.617470746186562	1.1994169482036934e-6	2.755152992866053e-4	6.4018180720129365
10624	CD74	-2.082502480853835	1.1960345623592163	-17.46321085281813	1.267318523429767e-6	2.8361946805296616e-4	6.347022705874098
7694	ABCC9	2.5883327822111477	2.422378885998254	17.45142126078078	1.2726879887180186e-6	2.8361946805296616e-4	6.342810429470891
14749	ITGB5	-1.3819038315344798	5.045900778354749	-17.39826977066642	1.2972236723983072e-6	2.8483598018498715e-4	6.323776638390845
12677	C11orf68	1.4199292289108012	5.407932500399735	17.33347144534082	1.3278776569173116e-6	2.8734117819467217e-4	6.3004755006419835
6173	SLC16A14	-0.9817470620408676	0.46233825217820335	-17.277636287379238	1.3549633838926357e-6	2.890136897842992e-4	6.2803118654153245
6933	NCAPD2	-1.1512991709136147	5.737400857577523	-17.22729253836101	1.3799330175183619e-6	2.9019408288122057e-4	6.262062994442973
1473	ALPK2	2.656864468242899	2.2244924283198437	17.082010323270204	1.4550217115584399e-6	3.0125613087016384e-4	6.209033822728971
9704	HOXB2	-1.1229366639704081	3.546603294989851	-17.030575920993737	1.4827277660166202e-6	3.0125613087016384e-4	6.190128260485402
47	KPTN	-1.0535223985053266	2.4392157870771984	-16.969146004785507	1.5166193789535611e-6	3.0125613087016384e-4	6.16745769916589
7291	POPDC3	-1.2321713617239496	0.7598639813587739	-16.954209899601196	1.5249943516291894e-6	3.0125613087016384e-4	6.161930531219742
433	DAAM2	-1.4499655178887851	1.0459399686786166	-16.93928193926745	1.5334181197597248e-6	3.0125613087016384e-4	6.156400482287227
2605	ANKRD13A	0.982309956233193	4.725244810329274	16.89013425753819	1.5615336691080592e-6	3.0215077177423046e-4	6.138152012498185
8361	RUSC2	1.229733389678616	3.856729255676063	16.859635018622768	1.5792801549589045e-6	3.0215077177423046e-4	6.126795368285022
7660	SORCS2	-1.8849462866862312	0.6888627877523824	-16.826741220613222	1.5986813321387856e-6	3.0215077177423046e-4	6.114519239420675
5478	PKIB	-1.7630942391888254	1.299426215538278	-16.723650445224514	1.6612909106969408e-6	3.077723936260001e-4	6.075856915111476
11147	CCK	-0.97505887689641	0.5673227720138714	-16.617327360273343	1.7288463964899764e-6	3.077723936260001e-4	6.035680680507381
12055	TEAD2	1.8366338195170644	3.276197816603997	16.61218693317965	1.7321919980679e-6	3.077723936260001e-4	6.0337304480875105
6056	SLC22A3	-2.6965574530496466	0.9487410127729126	-16.580649749962824	1.7528819371069428e-6	3.077723936260001e-4	6.021749648271513
6127	SEPT3	-1.2042954651126354	0.6064033594891709	-16.56215237472755	1.7651497311704077e-6	3.077723936260001e-4	6.0147098739457245
8325	MFAP3L	1.3114071752708225	2.1930742906263525	16.561655714637574	1.7654804880358761e-6	3.077723936260001e-4	6.014520723952424
2033	COL9A2	1.5947743695372432	2.18226844720495	16.550817421381915	1.7727162180588044e-6	3.077723936260001e-4	6.010391331566787
12246	GAPDH	-1.5507090822339027	10.747465744519731	-16.508678223428696	1.8011756574397642e-6	3.091190085199209e-4	5.994305446846505
9131	SLC16A3	-3.032476508494066	1.8534652875455517	-16.43235140774302	1.8540772709592577e-6	3.145821333260531e-4	5.9650435604671035
11705	WDR1	-1.0511515262863638	5.913665544129743	-16.387500266601762	1.8859987714529298e-6	3.164027826580191e-4	5.947772829198453
8274	ARHGEF4	-1.0313910216088962	0.5057793786237899	-16.293535788440472	1.9549532222557204e-6	3.2432673957222404e-4	5.911406636645733
12148	TFAP2C	-1.1705432734745824	4.126749130476546	-16.195186085969315	2.030260500626679e-6	3.3311889598743895e-4	5.873074912726013
10956	CEBPA	-1.0275762457963191	0.7203376619447464	-16.07311388093634	2.128433211738166e-6	3.421719921752639e-4	5.8251112245645
222	MATK	-1.3994234124791411	0.8053550706845837	-16.069683356861685	2.1312701943807874e-6	3.421719921752639e-4	5.823757100112191
734	ZNF384	-1.08419900091975	3.8440082736186523	-15.980499165458795	2.2065773741457465e-6	3.504936890784057e-4	5.788433151443719
13512	ATP5I	-1.2035128043973264	6.226410260682021	-15.856836151823117	2.3161349396401523e-6	3.640232714080749e-4	5.739066030312648
1801	NR2F1	-1.912151320243476	0.7895309500621704	-15.753425968199071	2.41258629193708e-6	3.6735236688549387e-4	5.697434827360327
9154	SPTBN2	-1.549756702253993	2.832440348295093	-15.719868449125261	2.444875409028172e-6	3.6735236688549387e-4	5.683856131001864
14538	HPDL	-2.195956078182009	1.746106171219802	-15.710451298802885	2.4540259776937977e-6	3.6735236688549387e-4	5.68003947174992
2536	TPI1	-1.2255762336243707	8.299703184065207	-15.695331989268752	2.4688000323763597e-6	3.6735236688549387e-4	5.673906183366144
9659	PCDHA6	-0.9907731580127015	1.3989177763597356	-15.688079143719532	2.4759236476430655e-6	3.6735236688549387e-4	5.670961541768394
11738	PLXNB2	-1.5554532402722323	5.850272200503628	-15.658416854081876	2.5053052163627324e-6	3.6735236688549387e-4	5.658902092734383
11390	KRT23	-3.815177334715697	1.602984836678806	-15.648397749973599	2.515320206063057e-6	3.6735236688549387e-4	5.65482269979565
8342	HOXB6	-1.5574448208878977	0.6783066761352624	-15.62969080958698	2.5341433118482265e-6	3.6735236688549387e-4	5.64719776860526
7784	CLDN16	-1.181213536861124	0.7688629241052088	-15.499862208095081	2.6693472815281414e-6	3.781920959769726e-4	5.59398423689489
311	BSCL2	-1.325376036064907	2.8157921340929253	-15.47631098901336	2.6947555513637903e-6	3.781920959769726e-4	5.584275461284152
9705	COPS7A	-1.116718605729524	4.484454320165729	-15.42718100423358	2.7486626439018196e-6	3.781920959769726e-4	5.563966578157714
9813	CTBP1	-0.9379373741687553	4.94387307943306	-15.424216692245306	2.7519547658151843e-6	3.781920959769726e-4	5.562738812478809
3630	TMEM214	-1.0708769896886228	3.6515374662862006	-15.41694892800106	2.7600454978465544e-6	3.781920959769726e-4	5.559727471281768
8518	QPRT	2.5633601938700044	4.058598576548855	15.416186346838373	2.760896019120622e-6	3.781920959769726e-4	5.559411406054444
14664	AUTS2	-1.5691909151393966	1.7339404234749094	-15.305872770081907	2.8871775053566785e-6	3.904808354402737e-4	5.513497660037308
12252	RASL10B	-1.708172706966778	1.1382297220212874	-15.284196672018282	2.9127672729531024e-6	3.904808354402737e-4	5.504430690042836
11557	RASAL1	-1.86282363182029	0.8602820413184971	-15.270506540869633	2.9290639320414344e-6	3.904808354402737e-4	5.49869651727211
13251	MYL5	-1.035024857960671	3.4712865028456514	-15.21944759154578	2.990778524776605e-6	3.931074260339653e-4	5.477257630630616
4475	PIK3CD	1.645902741437416	2.8442007110139644	15.210763894678045	3.0014229835826157e-6	3.931074260339653e-4	5.473603196749117
1374	EXT1	1.308401567170371	5.691985382502858	15.178634304548805	3.041189002109257e-6	3.9485211296081145e-4	5.460060826446851
6796	FAM25C	1.6829951833360242	2.976196528848562	15.085962885469197	3.1593335075541917e-6	4.066552465628589e-4	5.420814367936794
1478	STOM	1.0894022089690245	2.834673474700993	15.00690764513544	3.264316391034023e-6	4.1586233316846994e-4	5.387114116366396
9490	CNN2	-1.4981752096072265	0.626324830992511	-14.990527507065604	3.2865685696791542e-6	4.1586233316846994e-4	5.3801059233925965
14829	TNFRSF1A	-1.6832564440372195	5.47558559236842	-14.96070294379346	3.327535489008913e-6	4.1750783517976537e-4	5.367322944336168
13640	EFEMP2	-1.5322981288000217	1.4581995635980953	-14.898251156830867	3.4152412470663847e-6	4.220158328814316e-4	5.340460718489238
6061	EEF1D	-0.9275041689766583	7.1169086153063486	-14.894920552862558	3.419993019801301e-6	4.220158328814316e-4	5.33902450803579
7081	LRPAP1	-1.0584201137489075	2.923507966830297	-14.866517417889918	3.46082692409292e-6	4.225194204907686e-4	5.326761642384216
5302	DPYSL3	-1.9238490290478998	3.192827293987709	-14.852853954538189	3.48067033154943e-6	4.225194204907686e-4	5.320852967348536
9786	TLE2	-2.0393769370788113	1.3571589071503398	-14.759550433903255	3.619735648695601e-6	4.358570400860808e-4	5.280337505756329
2457	ABCA4	-1.3114244187567183	0.6723303708951289	-14.70534451697369	3.7034657480013007e-6	4.4237157666725935e-4	5.2566649001866175
11312	ACO1	1.1039670676055913	3.8302227182771236	14.678840777918463	3.7452166565127328e-6	4.4380817379675885e-4	5.245054028380423
2226	RPS19	-0.8743012059679875	8.000135623560947	-14.538518684878817	3.97551438283458e-6	4.6738901771734736e-4	5.183180870056372
9933	CPT1A	-2.6183760619114533	2.150988002911791	-14.495964343939228	4.0485516899134616e-6	4.722572287663898e-4	5.164282936535054
9078	USP5	-1.1540466729442347	5.529218840132838	-14.443196758290162	4.141276557042027e-6	4.761774637123487e-4	5.140761882070484
1304	FBLN1	-3.3407418802226396	1.3846672269017686	-14.440577446842504	4.145942688540977e-6	4.761774637123487e-4	5.139591794464193
13934	MYO10	1.1531954884669338	4.935178688896779	14.310443144435053	4.3855852240532705e-6	4.99856282292667e-4	5.081154722160758
7388	AL022328.1	-1.6655900044728806	5.787461177084938	-14.25953919593066	4.483641419251801e-6	5.051123571170553e-4	5.058132822166698
870	TBC1D9	1.15575810331664	2.5983465536009995	14.24962974765428	4.503022521526413e-6	5.051123571170553e-4	5.0536403937465835
961	TFCP2L1	-0.9505686235566522	0.5982777813190583	-14.222311985950409	4.556953137591673e-6	5.051123571170553e-4	5.041237709298898
5690	EPHB3	-1.8326900013110905	1.7521725460187239	-14.21725428597344	4.567019503770844e-6	5.051123571170553e-4	5.038938494992172
12688	CORO1C	1.343732055730551	6.6833767010371625	14.183753017690613	4.63434808264495e-6	5.087900825144981e-4	5.023685664925967
13155	HOMER2	-0.7935681289268663	0.2874410221191955	-14.143187271130483	4.717411131777753e-6	5.141289460479828e-4	5.005162165794674
13726	MRPL51	-1.161121216806186	6.1837769563303295	-14.124321960306524	4.756623711739459e-6	5.146460046375498e-4	4.9965273871298574
9037	OPHN1	0.8982743303483374	2.207096063773197	14.029946972346828	4.958517038146941e-6	5.276803330850708e-4	4.9531363351231406
9726	RP11-500M8.7	-1.2214693795968214	5.6759549428539815	-14.0234536684704	4.972767239522958e-6	5.276803330850708e-4	4.950138882177441
11649	RIMS4	-1.4038206919548855	0.820851490580899	-14.018750869400707	4.983117471367958e-6	5.276803330850708e-4	4.947966996407436
13217	MLF2	-0.9083730411308606	6.1537528485012976	-13.981481165175564	5.06602689846005e-6	5.326820254993452e-4	4.9307259306994045
2062	MNX1	0.8786243627424493	0.8391825896705442	13.951517367514656	5.1338378241756796e-6	5.330761431716441e-4	4.916827319363801
7014	BEST1	-0.9536132614766046	9.21323027091273	-13.948300271292235	5.141180404307598e-6	5.330761431716441e-4	4.915333098681105
5759	LPHN2	-2.4994425149699775	1.4738182874551868	-13.899502192303899	5.254052755727907e-6	5.378457638397355e-4	4.892620957436732
8545	RAD51AP1	-0.89721934344560506	4.351134819766226	-13.897295290627806	5.2592245342308875e-6	5.378457638397355e-4	4.891591696303433
5391	PTMA	-0.91559885240288	9.441059827056623	-13.859574533208708	5.348534940397289e-6	5.432583346603532e-4	4.873971173011277
1141	UNC5A	-1.7165547937568104	0.9336983877267397	-13.83818813187598	5.39994678656611e-6	5.447743612852608e-4	4.86395719337362
13862	CYB5R2	-2.6982725715388387	2.2911817057430053	-13.769645867351812	5.568597369872208e-6	5.503953081959381e-4	4.831746580146861
3822	ATP6V0A4	1.18162211051769	1.3961368322234073	13.767917610157546	5.572927595943346e-6	5.503953081959381e-4	4.830932105407456
42	PSG4	3.013242589731731	3.299085255656111	13.758467782578167	5.596673282038099e-6	5.503953081959381e-4	4.826476682780251
3216	REEP6	1.5701956236240548	1.5914948220689173	13.755912818972181	5.603113444898707e-6	5.503953081959381e-4	4.825271480302543
8186	TANC2	-1.6718143916789985	1.6247870270959643	-13.709066246966572	5.722724273036923e-6	5.551279963690415e-4	4.803129346545786
8301	QKI	0.8615623697408212	3.5963348961043	13.707933723763732	5.725652095695693e-6	5.551279963690415e-4	4.802593018781687
755	EPB41L4A	-1.642381429775348	1.1624097376064104	-13.55888701573466	6.126479934696114e-6	5.833855258311605e-4	4.731577929418
2506	C12orf4	-0.8600698104894526	2.7363078501027442	-13.555739377479139	6.135286919100852e-6	5.833855258311605e-4	4.730068911716746
7395	CNNM4	-1.8088922095257784	2.0182595468607154	-13.53790901861082	6.185451852687913e-6	5.833855258311605e-4	4.721513507989121
11696	SIPA1	1.3462760539712963	3.3489913349097593	13.535865181952344	6.191232228707115e-6	5.833855258311605e-4	4.720532035694255
8161	LGI2	-0.8488214977476335	0.7975459285443178	-13.526168924901635	6.218740107651611e-6	5.833855258311605e-4	4.715873561385234
8989	CTSH	-0.994713199413081	0.4236037174331808	-13.514673063997678	6.2515360078350864e-06	5.833855258311605e-4	4.7103457124906445
9439	NUPR1	-2.1992938480602	1.0580595926487608	-13.496877100675677	6.302698910044039e-6	5.841620803902417e-4	4.701778196689736
2124	CFL2	1.0927602659320832	3.885490021023425	13.474801857305257	6.3668363674317844e-6	5.841620803902417e-4	4.691133199590324
20	GNAS	-1.3346676549797438	7.244827874040091	-13.471248684678294	6.377229864282995e-6	5.841620803902417e-4	4.689418015308643
9084	HAUS8	1.2206792660522492	2.9241821741154808	13.423139823879731	6.51989630677488e-6	5.935888521735106e-4	4.666145838739629
458	DSCAML1	-1.1987577945966075	0.8735749638007038	-13.40510963126325	6.5743094007545404e-6	5.949152343191881e-4	4.6574002820120555
9754	LACTB	0.8001718121880312	1.6909636807844977	13.389897421704505	6.620625309954771e-6	5.954973283309318e-4	4.650011533663292
5062	BCAT1	1.3560754402591597	2.5467931624519102	13.355253809115036	6.727512873516078e-6	6.014879923022069e-4	4.633150279751719
12492	DLC1	2.5312794559415224	4.315017036342871	13.325100166600642	6.822167956637829e-6	6.029740110277588e-4	4.618435222532488
862	COL18A1	-1.4540968218549004	0.999000369117496	-13.323451341012873	6.827387850717767e-6	6.029740110277588e-4	4.617629539026796
995	KLK9	-1.6918329380321393	0.7840577815347483	-13.27712738834946	6.9759390803946545e-6	6.029740110277588e-4	4.594949020776852
6537	SESN2	1.3208513305905676	2.1754395314680735	13.271755022330263	6.993406864865455e-6	6.029740110277588e-4	4.592313069763145
4121	WFDC2	-3.23616572299074	1.4742279203677235	-13.266594691525691	7.010232691092671e-6	6.029740110277588e-4	4.589780054345631
7380	STAT5A	-0.8830679145799503	0.5147424491385985	-13.265726815602337	7.013067074474447e-6	6.029740110277588e-4	4.5893539402914545
7152	PRR5L	1.2480687343226502	1.5391307846171542	13.256427995359264	7.04351894704703e-6	6.029740110277588e-4	4.584786444546619
2696	TSTA3	-1.1089742977472534	5.447968455776439	-13.237910666497598	7.104614485326217e-6	6.029740110277588e-4	4.575680457413775
10095	MALL	-1.707571617956754	4.51429945587447	-13.23701351899014	7.107589976618147e-6	6.029740110277588e-4	4.575238927134537
5661	SLC25A39	-0.8514200322028334	7.575568317611698	-13.214078131314308	7.184147420387593e-6	6.060254527333737e-4	4.563940181340575
7267	AMH	1.2803964204177427	1.1022522409544395	13.170986327094937	7.330569797180867e-6	6.149030204590311e-4	4.542653672690188
6083	OR2W3	1.134500258364537	3.610960787452149	13.154236812924148	7.388408834940458e-6	6.162923592988601e-4	4.534359224275137
13197	PCDHAC1	-0.7850119646259572	1.0739683910118514	-13.121484305374125	7.503034716247623e-6	6.186357679935857e-4	4.518106690511175
819	PCDHA3	-0.7826771094365663	1.144397688179178	-13.118386349059918	7.513982454748015e-6	6.186357679935857e-4	4.51656712713589
6070	SIGLEC15	4.082514588457191	3.664411078794098	13.096953996343315	7.590227294760788e-6	6.186357679935857e-4	4.5059052292494535
4961	CBLN1	-1.6277804399241742	0.9551829229362842	-13.0963509377466	7.592385508564724e-6	6.186357679935857e-4	4.505604952556633
3374	ADCY1	-0.8971419496917032	1.536660216379935	-13.087632043334754	7.623667625130251e-6	6.186357679935857e-4	4.5012619330768455
14229	PODXL	1.802436080361538	7.667844669282631	13.044868164836481	7.77926423598746e-6	6.27849698959615e-4	4.479914898830721
6007	FBXL6	-1.0931162287325766	3.469696145151415	-13.028625361320998	7.839319929089621e-6	6.278888636540847e-4	4.4717868155831955
211	HEATR3	-0.932709791445991	2.3680672646958056	-13.022030761860226	7.863854899424944e-6	6.278888636540847e-4	4.468483661116977
14493	IGF2BP3	1.4134381941468288	1.964871848530696	13.007306139226865	7.918957202814967e-6	6.280259535237342e-4	4.461101717265114
9250	PARP12	1.4143778843544195	3.3961438343850174	12.972455866051796	8.051154461042255e-6	6.280259535237342e-4	4.443593922930381
11690	FLRT2	1.8403678077845635	1.8211919326780455	12.96397214885903	8.0837192112513e-6	6.280259535237342e-4	4.439324222205871
1906	PCDHA10	-0.8089570772152896	1.2943243672973002	-12.957761403322568	8.107655347373237e-6	6.280259535237342e-4	4.436196546120113
5414	SPNS2	-1.071249260889985	1.201152161511965	-12.948124411208772	8.14495797187665e-6	6.280259535237342e-4	4.43134022522392
2545	CYP4F3	-1.1344727596824715	0.5919244914496046	-12.935601258426566	8.193727967043775e-6	6.280259535237342e-4	4.425023642071103
12662	TONSL	-1.1824384289339256	4.123966510840322	-12.934806524490634	8.196834299158695e-6	6.280259535237342e-4	4.424622560826311
2335	ATP2C2	-1.146798352863668	1.177576549993004	-12.933468582170558	8.202066903564944e-6	6.280259535237342e-4	4.423947276357616
7359	C12orf57	-1.218629549808656	4.346163419320849	-12.903928650884815	8.318581552531457e-6	6.316856526164062e-4	4.4090186231954185
10444	N6AMT1	0.9548950141908259	2.4115551105398625	12.899935683621248	8.334476831118613e-6	6.316856526164062e-4	4.40699785228834
8014	GPR27	-2.974347979788733	1.4099138791271186	-12.884008662203735	8.398228394201502e-6	6.333027684536496e-4	4.398930728056449
4852	MREG	-1.359756224333419	3.0826612223754903	-12.834183210322946	8.6013225622752e-6	6.453585285293017e-4	4.3736240801684065
7819	SCRIB	-1.192419685725425	4.710730206284911	-12.79309135718391	8.773081026092285e-6	6.540665587886286e-4	4.352673332024601
11413	TSPAN33	-1.7771046180335157	1.3250962701451068	-12.7855583001468	8.804994864142679e-6	6.540665587886286e-4	4.348824718307942
9487	TMEM248	-0.8191366453987019	4.42989059062475	-12.75136811246679	8.951532436064621e-6	6.616600534796082e-4	4.331326295316996
9388	RPL8	-1.0112406867280264	9.596381373766405	-12.711933925870435	9.124045543189289e-6	6.710892808145777e-4	4.311081163177057
8416	STT3B	-1.1950538858644304	4.770341660666612	-12.644345470722774	9.428708583070615e-6	6.869084100068368e-4	4.276224340284868
229	LRP3	-1.160672364991508	3.50052274301978	-12.643818083974537	9.431131474877875e-6	6.869084100068368e-4	4.275951569370957
9025	FAM109B	-0.7493568676263241	0.28968857996590125	-12.590422962870724	9.680188910339136e-6	6.991810125432685e-4	4.248271603749254
12947	TMCC3	-1.139589125360354	0.6160390099036791	-12.587658757808473	9.693287093728255e-6	6.991810125432685e-4	4.246835218914866
3210	PCDHA12	-0.8140543021497914	1.247549301789124	-12.536340897855867	9.940201972775147e-6	7.051993649109026e-4	4.220107016448871
721	RPS16	-0.8352705738399635	9.179716888812852	-12.532357606836888	9.959668450463122e-6	7.051993649109026e-4	4.21802747909126
