Pathway	logFC	AveExpr	t	P.Value	adj.P.Val	B	Dataset	direction
HALLMARK_MTORC1_SIGNALING	0.13268645320961076	-0.0364548369063809	2.4433057146985475	0.02543626049057698	0.03974415701652653	-5.277944937933762	A2780	UP
HALLMARK_KRAS_SIGNALING_UP	0.09569159332171309	0.0026982577057030593	2.36058427216713	0.030105619719454496	0.04551685652719676	-5.4356116163808235	A2780	UP
HALLMARK_UV_RESPONSE_UP	0.15693693193568703	-0.0018115099702397776	2.3468980812803513	0.030951462438493796	0.04551685652719676	-5.461430238622299	A2780	UP
HALLMARK_COAGULATION	0.10343633660390514	-0.012511232713249571	2.247908787543304	0.03776006897080238	0.05394295567257482	-5.645790537908841	A2780	NS
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	-0.0770611040300671	-0.008929590003680439	-2.0488364368095007	0.05580895154044748	0.07751243269506594	-6.0028257564353	A2780	NS
HALLMARK_ANDROGEN_RESPONSE	0.1895940809725953	-0.03811436190582124	1.9850274727391641	0.06307362399036463	0.08523462701400626	-6.113032199412584	A2780	NS
HALLMARK_APICAL_JUNCTION	0.09386297176805843	0.002757820979826221	1.9218072331202976	0.07109801467560323	0.09355001931000426	-6.22003806278842	A2780	NS
HALLMARK_COMPLEMENT	0.0660918352167262	-0.0029396744292173728	1.7717149259337492	0.0938854551386488	0.12036596812647282	-6.464837797553819	A2780	NS
HALLMARK_SPERMATOGENESIS	0.12225018044767458	-0.001467137815227744	1.6653335026574134	0.11367861263088885	0.13990621533993675	-6.629933306532239	A2780	NS
HALLMARK_MYOGENESIS	-0.1448533193642779	0.014214166117800738	-1.6601763336852653	0.11472309657874813	0.13990621533993675	-6.637750236142669	A2780	NS
HALLMARK_PANCREAS_BETA_CELLS	-0.14450368965221783	0.019853033639842196	-1.5623714778874889	0.136135245166099	0.16206576805487977	-6.782601229031333	A2780	NS
HALLMARK_UV_RESPONSE_DN	-0.09755550251143058	-0.022946723890824174	-1.5057396435411194	0.15000330873981482	0.1744224520230405	-6.863439607391677	A2780	NS
HALLMARK_ADIPOGENESIS	0.0453515508046199	-0.002489356731246886	1.3065956963266734	0.20829235783551056	0.23669586117671657	-7.128944086845648	A2780	NS
HALLMARK_BILE_ACID_METABOLISM	0.044644493324565826	0.008024640456308133	1.2267779034635276	0.23618556436310686	0.26242840484789653	-7.22671594521208	A2780	NS
HALLMARK_PEROXISOME	0.03611791724870644	-0.007805745038058803	0.9356130494220295	0.3622280906573113	0.3937261854970775	-7.537967592570276	A2780	NS
HALLMARK_PROTEIN_SECRETION	-0.11479233852709878	-0.02476308658961201	-0.7672392221443046	0.4531857236616985	0.4821124719805303	-7.683268498455499	A2780	NS
HALLMARK_NOTCH_SIGNALING	0.029504129959031383	-0.018534219471241592	0.339517561964389	0.7382678598094887	0.7657204831284159	-7.92830032527668	A2780	NS
HALLMARK_OXIDATIVE_PHOSPHORYLATION	-0.020251185119558836	-0.01494028064761444	-0.3231660687265643	0.7504060734658475	0.7657204831284159	-7.9339861704438706	A2780	NS
HALLMARK_HYPOXIA	-0.017687148230726046	-0.003936471599159583	-0.2908075284574282	0.7746231324585869	0.7746231324585869	-7.944420148290797	A2780	NS
