Pathway	logFC	AveExpr	t	P.Value	adj.P.Val	B	Dataset	direction
HALLMARK_MTORC1_SIGNALING	0.13268645320961076	-0.0364548369063809	2.4433057146985475	0.02543626049057698	0.03974415701652653	-5.277944937933762	A2780	UP
HALLMARK_KRAS_SIGNALING_UP	0.09569159332171309	0.0026982577057030593	2.36058427216713	0.030105619719454496	0.04551685652719676	-5.4356116163808235	A2780	UP
HALLMARK_UV_RESPONSE_UP	0.15693693193568703	-0.0018115099702397776	2.3468980812803513	0.030951462438493796	0.04551685652719676	-5.461430238622299	A2780	UP
HALLMARK_COAGULATION	0.10343633660390514	-0.012511232713249571	2.247908787543304	0.03776006897080238	0.05394295567257482	-5.645790537908841	A2780	NS
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	-0.0770611040300671	-0.008929590003680439	-2.0488364368095007	0.05580895154044748	0.07751243269506594	-6.0028257564353	A2780	NS
HALLMARK_ANDROGEN_RESPONSE	0.1895940809725953	-0.03811436190582124	1.9850274727391641	0.06307362399036463	0.08523462701400626	-6.113032199412584	A2780	NS
HALLMARK_APICAL_JUNCTION	0.09386297176805843	0.002757820979826221	1.9218072331202976	0.07109801467560323	0.09355001931000426	-6.22003806278842	A2780	NS
HALLMARK_COMPLEMENT	0.0660918352167262	-0.0029396744292173728	1.7717149259337492	0.0938854551386488	0.12036596812647282	-6.464837797553819	A2780	NS
HALLMARK_SPERMATOGENESIS	0.12225018044767458	-0.001467137815227744	1.6653335026574134	0.11367861263088885	0.13990621533993675	-6.629933306532239	A2780	NS
HALLMARK_MYOGENESIS	-0.1448533193642779	0.014214166117800738	-1.6601763336852653	0.11472309657874813	0.13990621533993675	-6.637750236142669	A2780	NS
HALLMARK_PANCREAS_BETA_CELLS	-0.14450368965221783	0.019853033639842196	-1.5623714778874889	0.136135245166099	0.16206576805487977	-6.782601229031333	A2780	NS
HALLMARK_UV_RESPONSE_DN	-0.09755550251143058	-0.022946723890824174	-1.5057396435411194	0.15000330873981482	0.1744224520230405	-6.863439607391677	A2780	NS
HALLMARK_ADIPOGENESIS	0.0453515508046199	-0.002489356731246886	1.3065956963266734	0.20829235783551056	0.23669586117671657	-7.128944086845648	A2780	NS
HALLMARK_BILE_ACID_METABOLISM	0.044644493324565826	0.008024640456308133	1.2267779034635276	0.23618556436310686	0.26242840484789653	-7.22671594521208	A2780	NS
HALLMARK_PEROXISOME	0.03611791724870644	-0.007805745038058803	0.9356130494220295	0.3622280906573113	0.3937261854970775	-7.537967592570276	A2780	NS
HALLMARK_PROTEIN_SECRETION	-0.11479233852709878	-0.02476308658961201	-0.7672392221443046	0.4531857236616985	0.4821124719805303	-7.683268498455499	A2780	NS
HALLMARK_NOTCH_SIGNALING	0.029504129959031383	-0.018534219471241592	0.339517561964389	0.7382678598094887	0.7657204831284159	-7.92830032527668	A2780	NS
HALLMARK_OXIDATIVE_PHOSPHORYLATION	-0.020251185119558836	-0.01494028064761444	-0.3231660687265643	0.7504060734658475	0.7657204831284159	-7.9339861704438706	A2780	NS
HALLMARK_HYPOXIA	-0.017687148230726046	-0.003936471599159583	-0.2908075284574282	0.7746231324585869	0.7746231324585869	-7.944420148290797	A2780	NS
HALLMARK_ESTROGEN_RESPONSE_EARLY	-0.3739822949816922	-0.021063569395268343	-2.758526504219871	0.01618564804240715	0.35580347853164435	-3.902808177575877	PEO1	NS
HALLMARK_NOTCH_SIGNALING	-0.3616505859004797	-0.03738888747894918	-2.617782206047556	0.021178683522284292	0.35580347853164435	-3.9641839774172105	PEO1	NS
HALLMARK_APICAL_SURFACE	-0.38413383938849277	-0.010737828023845436	-2.462612018202418	0.02841795482148983	0.35580347853164435	-4.032650203495202	PEO1	NS
HALLMARK_ESTROGEN_RESPONSE_LATE	-0.32528722818042105	-0.015824472498445954	-2.4617479472451533	0.028464278282531546	0.35580347853164435	-4.033033171722519	PEO1	NS
HALLMARK_MITOTIC_SPINDLE	0.2741610661872175	0.02989522172466576	2.095202010233665	0.05615947392493496	0.5615947392493497	-4.195872505787654	PEO1	NS
HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.27336291943891844	0.014647316641570684	1.9278222661800049	0.07585828350546744	0.6321523625455621	-4.26943097206486	PEO1	NS
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	-0.22809172915586517	-0.026578305735229544	-1.8000011955726694	0.09494118602190675	0.6781513287279054	-4.324641307965582	PEO1	NS
HALLMARK_ANDROGEN_RESPONSE	0.21165240073200173	0.016202931365852782	1.592374098718505	0.1351538840851832	0.7461821486553613	-4.411539276309825	PEO1	NS
HALLMARK_ALLOGRAFT_REJECTION	0.22670598488060376	0.035364124190365775	1.5838082197601506	0.1370918457519757	0.7461821486553613	-4.4150308552365845	PEO1	NS
HALLMARK_GLYCOLYSIS	-0.20163731259224404	-0.006300523180251196	-1.4875648524235556	0.16055656290198173	0.7461821486553613	-4.453651174323073	PEO1	NS
HALLMARK_INTERFERON_GAMMA_RESPONSE	0.25029106025801307	0.0033442139857830233	1.4279138663115545	0.17674026975272378	0.7461821486553613	-4.476975270883784	PEO1	NS
HALLMARK_UV_RESPONSE_DN	0.19618304488288302	0.02161850109131432	1.3673008171151857	0.19455351226095172	0.7461821486553613	-4.500142876506588	PEO1	NS
HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.18273053570748082	0.015722047122106782	1.3196700831532588	0.2095626528912515	0.7461821486553613	-4.51794248798164	PEO1	NS
HALLMARK_ANGIOGENESIS	0.18559831029489848	0.029939326344190786	1.3135353054931047	0.2115623099117523	0.7461821486553613	-4.520207813128966	PEO1	NS
HALLMARK_HEME_METABOLISM	0.16604348301451632	0.01581066380198618	1.2768166734903805	0.22385464459660837	0.7461821486553613	-4.533631729806804	PEO1	NS
HALLMARK_ADIPOGENESIS	-0.1619793071736946	-0.010470880353911572	-1.1950114510685994	0.25328700925433423	0.7915219039197945	-4.562667222142567	PEO1	NS
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.21009095454215027	0.010538096644586827	1.0852169416086686	0.29740958126825323	0.81190359867443	-4.5995835455522105	PEO1	NS
HALLMARK_TGF_BETA_SIGNALING	0.15319706052391607	-0.018592058908259143	1.065191604379567	0.3060452015030232	0.81190359867443	-4.606044425208954	PEO1	NS
HALLMARK_APOPTOSIS	0.13990074035616154	0.01283298574556509	1.0340914312845924	0.3198225765691366	0.81190359867443	-4.615903416855638	PEO1	NS
HALLMARK_INFLAMMATORY_RESPONSE	0.12820876925762392	0.004708286986623789	0.9810125360184259	0.3443726963566849	0.81190359867443	-4.632222752091641	PEO1	NS
HALLMARK_KRAS_SIGNALING_DN	-0.1478854634590839	0.01059887055995432	-0.9795075998413485	0.34508790426934677	0.81190359867443	-4.632675900210354	PEO1	NS
HALLMARK_OXIDATIVE_PHOSPHORYLATION	-0.14973517312919563	-0.027337882507949877	-0.9542741850960628	0.35723758341674916	0.81190359867443	-4.640193702183742	PEO1	NS
HALLMARK_HEDGEHOG_SIGNALING	0.12543351408562672	0.034649750957144204	0.9199990800383362	0.3742181107451369	0.8135176320546453	-4.650158965155915	PEO1	NS
HALLMARK_COMPLEMENT	0.09652407470957725	-0.021464000707796	0.7289484729568162	0.4788744034036596	0.9184317939033354	-4.700175166959733	PEO1	NS
HALLMARK_FATTY_ACID_METABOLISM	0.08698468051644381	-0.00807477392044245	0.6342740317923354	0.5368306018213373	0.9184317939033354	-4.721233812040177	PEO1	NS
HALLMARK_PEROXISOME	0.07813229226024403	0.0042698618316886925	0.6141424387460637	0.5496475221946602	0.9184317939033354	-4.725374158258615	PEO1	NS
HALLMARK_WNT_BETA_CATENIN_SIGNALING	-0.0836812796450344	-0.004264438240914082	-0.6029460910438856	0.5568481570829205	0.9184317939033354	-4.727624508362405	PEO1	NS
HALLMARK_BILE_ACID_METABOLISM	0.07823483998050251	0.010930935340973082	0.58306469707828	0.5697599081865001	0.9184317939033354	-4.7315275118985065	PEO1	NS
HALLMARK_IL6_JAK_STAT3_SIGNALING	0.0930440240655305	0.015061961361372857	0.5817441184204324	0.570623173937495	0.9184317939033354	-4.731782526992352	PEO1	NS
HALLMARK_KRAS_SIGNALING_UP	-0.06350859244663079	0.014109922248961964	-0.4962663145051031	0.6279359470815629	0.9184317939033354	-4.747149278346727	PEO1	NS
HALLMARK_HYPOXIA	-0.0655437707058062	0.005660744100611968	-0.42953521635348035	0.6745201787948043	0.9184317939033354	-4.757552430647486	PEO1	NS
HALLMARK_DNA_REPAIR	0.054258206812036976	0.003778339877000015	0.4111371171634778	0.6876240527102095	0.9184317939033354	-4.760169650701364	PEO1	NS
HALLMARK_COAGULATION	0.06253552056919509	0.0043731714549973015	0.394133480989325	0.6998288513798544	0.9184317939033354	-4.762490928224381	PEO1	NS
HALLMARK_IL2_STAT5_SIGNALING	-0.0592287473904565	-0.002807583292834146	-0.3896756398946385	0.7030431532013817	0.9184317939033354	-4.763083924328714	PEO1	NS
HALLMARK_MYC_TARGETS_V1	-0.08551217824103945	-0.03801873944436459	-0.35616880899986286	0.7273894934772804	0.9184317939033354	-4.7673329011744725	PEO1	NS
HALLMARK_UV_RESPONSE_UP	0.049637576677225154	0.002691149555672887	0.35171094515347995	0.7306526473327872	0.9184317939033354	-4.767870385360503	PEO1	NS
HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.054877499154462106	0.011361050446197484	0.33653394620483534	0.7418027854144673	0.9184317939033354	-4.769651057778295	PEO1	NS
HALLMARK_SPERMATOGENESIS	-0.0406174003303121	-0.002702809837364341	-0.3244286611199891	0.7507400190132469	0.9184317939033354	-4.771016636754909	PEO1	NS
HALLMARK_APICAL_JUNCTION	0.04903567155570705	0.010059689928328555	0.3175962795391853	0.7558009704295413	0.9184317939033354	-4.771765894822176	PEO1	NS
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.0544877064348515	0.006307738277827532	0.31027425196763836	0.761237648288644	0.9184317939033354	-4.772551595940219	PEO1	NS
HALLMARK_MTORC1_SIGNALING	-0.04542411166616436	0.004915181264517639	-0.30919154544933863	0.7620426966391046	0.9184317939033354	-4.772666260638735	PEO1	NS
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	-0.04368725529878157	-0.030880556589561566	-0.2721126685269872	0.789780576979664	0.9184317939033354	-4.776356436517572	PEO1	NS
HALLMARK_MYC_TARGETS_V2	-0.06975909311346201	-0.0323493737321353	-0.24172759344003475	0.8127371493438904	0.9184317939033354	-4.779035821626227	PEO1	NS
HALLMARK_G2M_CHECKPOINT	-0.036500568833012864	-0.005772113717230569	-0.19468067513625636	0.8486322280351746	0.9184317939033354	-4.7825674385062795	PEO1	NS
HALLMARK_XENOBIOTIC_METABOLISM	0.022477450848575987	-0.007678120186172695	0.18201105175825255	0.8583626849885074	0.9184317939033354	-4.783389684365389	PEO1	NS
HALLMARK_P53_PATHWAY	0.020725923552263395	-0.0031746117902656397	0.15722183401839213	0.8774694452057231	0.9184317939033354	-4.784839720983694	PEO1	NS
HALLMARK_PROTEIN_SECRETION	-0.01907340849793248	-0.005293849941684518	-0.1518369230332187	0.8816309894071861	0.9184317939033354	-4.7851268768975475	PEO1	NS
HALLMARK_E2F_TARGETS	-0.02812386475951891	-0.010721005536927111	-0.1517547506874478	0.8816945221472019	0.9184317939033354	-4.785131181773941	PEO1	NS
HALLMARK_PANCREAS_BETA_CELLS	-0.010442629383356853	-0.018345955958479546	-0.06533088934625497	0.9488978580050946	0.9682631204133619	-4.788372581147844	PEO1	NS
HALLMARK_MYOGENESIS	-0.005841361563519513	-0.009899394360737983	-0.03468340446182696	0.9728555561952044	0.9728555561952044	-4.788902893789846	PEO1	NS
HALLMARK_INTERFERON_ALPHA_RESPONSE	-0.6669962230429962	0.0019129582620386124	-4.268715188859416	4.4784176891230705e-5	0.002239208844561535	2.4480079083110793	UWB_BRCAdef	DOWN
HALLMARK_INTERFERON_GAMMA_RESPONSE	-0.57240746718138	0.02130984101678019	-3.6633557506909513	4.003059890683987e-4	0.010005455446068737	0.10813240207722963	UWB_BRCAdef	DOWN
HALLMARK_MTORC1_SIGNALING	-0.5538033069980319	-0.01612957306249556	-3.5442908168772074	6.003273267641242e-4	0.010005455446068737	-0.3100542832514508	UWB_BRCAdef	DOWN
HALLMARK_PROTEIN_SECRETION	-0.4633528787832208	0.02841851125540916	-2.9654162994205873	0.0037800172930335715	0.04716796755943132	-2.1463335261644296	UWB_BRCAdef	DOWN
HALLMARK_ANDROGEN_RESPONSE	-0.4455339032125879	-0.01196217143129688	-2.8513764757447455	0.005288652377439036	0.04716796755943132	-2.469579387498577	UWB_BRCAdef	DOWN
HALLMARK_CHOLESTEROL_HOMEOSTASIS	-0.44187208444834514	0.002368440653060029	-2.8279411685604563	0.005660156107131758	0.04716796755943132	-2.5344368052729407	UWB_BRCAdef	DOWN
HALLMARK_WNT_BETA_CATENIN_SIGNALING	0.42126861003765015	0.008705188878815866	2.6960808054553107	0.008233252675341446	0.05267099712866795	-2.88938298690829	UWB_BRCAdef	NS
HALLMARK_G2M_CHECKPOINT	-0.41873277965009087	0.0062593049882189965	-2.6798517215148343	0.008614486108411926	0.05267099712866795	-2.9318978377315106	UWB_BRCAdef	NS
HALLMARK_COMPLEMENT	-0.41215577807301734	-0.023739862358089763	-2.6377595093563913	0.009679025267115853	0.05267099712866795	-3.040969310528751	UWB_BRCAdef	NS
HALLMARK_APICAL_JUNCTION	0.40626927572824734	-0.03449692646225526	2.600086429509346	0.010731255041852426	0.05267099712866795	-3.1371253772553778	UWB_BRCAdef	NS
HALLMARK_E2F_TARGETS	-0.40185139258368774	0.014987013657734714	-2.5718123790270964	0.011587619368306948	0.05267099712866795	-3.208382928184015	UWB_BRCAdef	NS
HALLMARK_SPERMATOGENESIS	-0.38014123957238116	0.022272341565103153	-2.432869373489489	0.016755863779732802	0.06981609908222002	-3.5472317646747964	UWB_BRCAdef	NS
HALLMARK_ALLOGRAFT_REJECTION	-0.35448513665454556	0.009322705265731084	-2.2686726472881693	0.025437196484906718	0.09783537109579507	-3.923413460211577	UWB_BRCAdef	NS
HALLMARK_IL6_JAK_STAT3_SIGNALING	-0.33405706071596564	0.004469969209914351	-2.1379348184585623	0.034959010718055024	0.11917615939220283	-4.204149699591694	UWB_BRCAdef	NS
HALLMARK_INFLAMMATORY_RESPONSE	-0.33258240798042255	0.0070307068313922305	-2.128497175016164	0.035752847817660846	0.11917615939220283	-4.223770704060027	UWB_BRCAdef	NS
HALLMARK_MYC_TARGETS_V1	-0.32198487986563895	0.013104204608256145	-2.060673958534434	0.04193011021277493	0.13103159441492165	-4.362222734168623	UWB_BRCAdef	NS
HALLMARK_HEDGEHOG_SIGNALING	0.3129468805861262	-0.009545689235577297	2.00283158481702	0.04790207567718231	0.14088845787406565	-4.476758152764403	UWB_BRCAdef	NS
HALLMARK_TNFA_SIGNALING_VIA_NFKB	-0.30785737879931124	-0.00610485653602412	-1.9702592360831899	0.051573953417807405	0.14326098171613166	-4.539820540777164	UWB_BRCAdef	NS
HALLMARK_UV_RESPONSE_DN	-0.2620346867149745	-0.003215135716724556	-1.676998172621025	0.0966662066547867	0.25438475435470187	-5.061031650283069	UWB_BRCAdef	NS
HALLMARK_IL2_STAT5_SIGNALING	-0.25139308846399194	-0.011203262916177903	-1.6088929112741692	0.11079237427964467	0.27698093569911164	-5.170081901787971	UWB_BRCAdef	NS
HALLMARK_FATTY_ACID_METABOLISM	-0.2301103194238601	-0.032973300994434275	-1.4726851242973285	0.14397650544753263	0.3428012034465063	-5.374617050340652	UWB_BRCAdef	NS
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	-0.22280012099162777	-0.008422111149268968	-1.4259005189229816	0.1570113116053388	0.3568438900121337	-5.440698863567279	UWB_BRCAdef	NS
HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.19917467653968082	-0.02261852999812202	1.2746998222901322	0.20536946158692143	0.4464553512759161	-5.639677730762686	UWB_BRCAdef	NS
HALLMARK_KRAS_SIGNALING_UP	-0.19292620742746522	-0.038040299497190046	-1.2347101880389137	0.21983179685788237	0.4579829101205883	-5.688578073371887	UWB_BRCAdef	NS
HALLMARK_COAGULATION	-0.16816523298433028	-0.028631484455233572	-1.0762422026968792	0.28440861643622495	0.5688172328724499	-5.8670317001878916	UWB_BRCAdef	NS
HALLMARK_XENOBIOTIC_METABOLISM	-0.15979539050265057	0.011863867349750227	-1.0226759717414697	0.3089287271017299	0.5940937059648652	-5.921818942542617	UWB_BRCAdef	NS
HALLMARK_APOPTOSIS	-0.1415594569928722	-0.010717934800897125	-0.9059676551619869	0.3671307151008454	0.672363883690793	-6.031503789854888	UWB_BRCAdef	NS
HALLMARK_PI3K_AKT_MTOR_SIGNALING	-0.13879514393407166	-0.01105791086781347	-0.8882763028976074	0.3765237748668441	0.672363883690793	-6.046971832698874	UWB_BRCAdef	NS
HALLMARK_MYC_TARGETS_V2	0.13158890839597334	-0.03576266903213845	0.8421570505941414	0.40170965093193856	0.6909566371221018	-6.085861119529366	UWB_BRCAdef	NS
HALLMARK_TGF_BETA_SIGNALING	0.12480254300425137	-0.004789409035376087	0.7987249290558368	0.42634284941400213	0.6909566371221018	-6.12058923631316	UWB_BRCAdef	NS
HALLMARK_PANCREAS_BETA_CELLS	-0.1242483795580451	0.03758785238096362	-0.7951783333807683	0.4283931150157031	0.6909566371221018	-6.123343886676478	UWB_BRCAdef	NS
HALLMARK_APICAL_SURFACE	-0.11632632504622943	0.013092274820519945	-0.7444779047227489	0.4583333509889618	0.7161458609202528	-6.16138281218624	UWB_BRCAdef	NS
HALLMARK_MYOGENESIS	0.10842572113910129	0.0075737696247093565	0.6939147579845912	0.4893444970196026	0.7414310560903069	-6.19682368400958	UWB_BRCAdef	NS
HALLMARK_GLYCOLYSIS	-0.09731240538075189	-0.0027145952417234774	-0.622790547475833	0.5348398626473986	0.7865292097755862	-6.242458771546613	UWB_BRCAdef	NS
HALLMARK_MITOTIC_SPINDLE	-0.09332378570504542	-0.012806612178171875	-0.597263744168621	0.5516813005534034	0.7881161436477191	-6.257635159947802	UWB_BRCAdef	NS
HALLMARK_KRAS_SIGNALING_DN	0.07517320258183302	6.396293642868187e-4	0.4811016623037023	0.63149526325736	0.8479057766627083	-6.318676376152894	UWB_BRCAdef	NS
HALLMARK_PEROXISOME	-0.07287593284076481	-0.012040884103782828	-0.4663993448125089	0.6419441127364462	0.8479057766627083	-6.3254646338536364	UWB_BRCAdef	NS
HALLMARK_ANGIOGENESIS	-0.06921189112363628	0.007058188113093937	-0.44294981093184577	0.6587587664662555	0.8479057766627083	-6.3358556429763295	UWB_BRCAdef	NS
HALLMARK_ADIPOGENESIS	-0.06864711588647866	-0.020303854408180496	-0.4393353007594381	0.6613665057969124	0.8479057766627083	-6.337409643804016	UWB_BRCAdef	NS
HALLMARK_UV_RESPONSE_UP	0.06362233548208078	-0.02436806086450629	0.40717716298906315	0.6847481452785198	0.8538155781428151	-6.350674944290695	UWB_BRCAdef	NS
HALLMARK_HYPOXIA	0.060353126808908274	-0.01840097948175541	0.386254524694269	0.7001287740771084	0.8538155781428151	-6.35876439125451	UWB_BRCAdef	NS
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	-0.04015184345527688	0.004668444567858538	-0.25696814778994226	0.7977313376723436	0.9084182027522579	-6.3992878916995135	UWB_BRCAdef	NS
HALLMARK_NOTCH_SIGNALING	0.03499241531571602	-0.00907141167119243	0.22394827675575146	0.8232544486907472	0.9084182027522579	-6.407026053851794	UWB_BRCAdef	NS
HALLMARK_HEME_METABOLISM	-0.03334263724136096	-0.025782801341013288	-0.2133898470661238	0.8314573458616442	0.9084182027522579	-6.409276193714174	UWB_BRCAdef	NS
HALLMARK_P53_PATHWAY	0.030193256788351233	-0.01823550637796993	0.1932340984864306	0.8471675684255793	0.9084182027522579	-6.413269979125378	UWB_BRCAdef	NS
HALLMARK_ESTROGEN_RESPONSE_EARLY	-0.028933298643692318	-0.008158862581039587	-0.18517048090716595	0.8534703675214135	0.9084182027522579	-6.414756870185406	UWB_BRCAdef	NS
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	0.02884486461692404	-0.04071359801329277	0.18460451117565008	0.8539131105871225	0.9084182027522579	-6.4148588521996865	UWB_BRCAdef	NS
HALLMARK_DNA_REPAIR	-0.024302323805642907	-0.02124956823237622	-0.1555326629593828	0.8767149296199662	0.9132447183541316	-6.4196774378785495	UWB_BRCAdef	NS
HALLMARK_BILE_ACID_METABOLISM	0.010259949354988817	-0.004069360433939861	0.06566274310933524	0.9477774281442437	0.9671198246369834	-6.429364304079807	UWB_BRCAdef	NS
HALLMARK_ESTROGEN_RESPONSE_LATE	0.0055718713709145985	-0.010870926417672584	0.03565947021841061	0.9716249734433264	0.9716249734433264	-6.43084568294396	UWB_BRCAdef	NS
HALLMARK_G2M_CHECKPOINT	-0.6612591184583383	0.011307173446365122	-5.263189968867759	3.419924248637597e-4	0.017099621243187983	0.49589725579233424	UWB_BRCAprof	DOWN
HALLMARK_TNFA_SIGNALING_VIA_NFKB	-0.511173051199374	-0.0032114994106113987	-4.400049620801976	0.0012700270065496972	0.029850372810699573	-0.8129954315855006	UWB_BRCAprof	DOWN
HALLMARK_E2F_TARGETS	-0.5487623671651702	0.005638040910065888	-4.127151351396957	0.0019650757613046957	0.029850372810699573	-1.2488061070146586	UWB_BRCAprof	DOWN
HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.4811271519531396	-0.036462690883296726	4.0072169130699535	0.002388029824855966	0.029850372810699573	-1.4432802827754294	UWB_BRCAprof	UP
HALLMARK_MYC_TARGETS_V2	-0.6229485414112426	0.044904679942990675	-3.7108788149294627	0.00389512192632386	0.0389512192632386	-1.9305458280846057	UWB_BRCAprof	DOWN
HALLMARK_FATTY_ACID_METABOLISM	0.3850077916059422	-0.02625623070269341	3.317705679087062	0.007564726836661949	0.06303939030551624	-2.5884711332812698	UWB_BRCAprof	NS
HALLMARK_INTERFERON_GAMMA_RESPONSE	0.3107189630080953	-0.005566728338290777	2.6318377241349213	0.02468259919893295	0.17630427999237822	-3.743588315410674	UWB_BRCAprof	NS
