ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust
HALLMARK_OXIDATIVE_PHOSPHORYLATION	HALLMARK_OXIDATIVE_PHOSPHORYLATION	183	-0.3081422700165123	-1.223919027052351	0.11659807956104253	0.3428465530022239
HALLMARK_PI3K_AKT_MTOR_SIGNALING	HALLMARK_PI3K_AKT_MTOR_SIGNALING	94	0.30844221851983844	1.214469594072279	0.12806539509536785	0.3428465530022239
HALLMARK_INTERFERON_ALPHA_RESPONSE	HALLMARK_INTERFERON_ALPHA_RESPONSE	92	0.30872093017854163	1.2073670143522284	0.12876712328767123	0.3428465530022239
HALLMARK_HYPOXIA	HALLMARK_HYPOXIA	175	0.2705612221311863	1.1546743281441945	0.13028169014084506	0.3428465530022239
HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	167	0.2707496190112262	1.1513784819018442	0.14527027027027026	0.36317567567567566
HALLMARK_APICAL_JUNCTION	HALLMARK_APICAL_JUNCTION	164	-0.2984460019776968	-1.1708010601219683	0.153737658674189	0.3660420444623548
HALLMARK_MTORC1_SIGNALING	HALLMARK_MTORC1_SIGNALING	190	-0.28270701494888617	-1.1260728171127465	0.19642857142857142	0.44642857142857145
HALLMARK_UV_RESPONSE_UP	HALLMARK_UV_RESPONSE_UP	140	-0.29457521952495386	-1.126340063690637	0.21470588235294116	0.4659211927582535
HALLMARK_MYOGENESIS	HALLMARK_MYOGENESIS	145	0.26633514733364355	1.111518193704099	0.22364217252396165	0.4659211927582535
HALLMARK_E2F_TARGETS	HALLMARK_E2F_TARGETS	194	-0.27053530689268607	-1.078899552474251	0.26265389876880985	0.5253077975376197
HALLMARK_MYC_TARGETS_V1	HALLMARK_MYC_TARGETS_V1	193	-0.26792024037765	-1.0694627825614378	0.2857142857142857	0.5494505494505494
HALLMARK_HEME_METABOLISM	HALLMARK_HEME_METABOLISM	165	0.24852915122611569	1.0549231465572828	0.3141891891891892	0.5818318318318318
HALLMARK_WNT_BETA_CATENIN_SIGNALING	HALLMARK_WNT_BETA_CATENIN_SIGNALING	36	0.3283969894355786	1.0709160438856382	0.35768261964735515	0.6387189636559913
HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	142	0.2452540455215272	1.0215626126113038	0.3925233644859813	0.6621004566210046
HALLMARK_ANDROGEN_RESPONSE	HALLMARK_ANDROGEN_RESPONSE	88	0.2597007384194756	1.0118356107061226	0.3972602739726027	0.6621004566210046
HALLMARK_XENOBIOTIC_METABOLISM	HALLMARK_XENOBIOTIC_METABOLISM	152	0.23398512562318663	0.9847110327427735	0.4918032786885246	0.7456828885400314
HALLMARK_BILE_ACID_METABOLISM	HALLMARK_BILE_ACID_METABOLISM	83	-0.2757577752329562	-0.9822190741473201	0.48335974643423135	0.7456828885400314
HALLMARK_PEROXISOME	HALLMARK_PEROXISOME	88	-0.27241871770410897	-0.9777486343740217	0.49293563579277866	0.7456828885400314
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	106	-0.2666524068367309	-0.9747819007473545	0.5070643642072213	0.7456828885400314
HALLMARK_NOTCH_SIGNALING	HALLMARK_NOTCH_SIGNALING	28	-0.32348183336122893	-0.9462494255559353	0.5252173913043479	0.7503105590062112
HALLMARK_P53_PATHWAY	HALLMARK_P53_PATHWAY	180	-0.24050285557967654	-0.954568399251947	0.5570839064649243	0.7737276478679505
HALLMARK_ANGIOGENESIS	HALLMARK_ANGIOGENESIS	27	-0.31312079378898244	-0.9044763775427797	0.5791304347826087	0.782608695652174
HALLMARK_IL2_STAT5_SIGNALING	HALLMARK_IL2_STAT5_SIGNALING	158	0.2214018522346034	0.9291212807259412	0.6655052264808362	0.8063570255688483
HALLMARK_KRAS_SIGNALING_UP	HALLMARK_KRAS_SIGNALING_UP	141	-0.2402765114053503	-0.9201635483389609	0.6363636363636364	0.8063570255688483
HALLMARK_COAGULATION	HALLMARK_COAGULATION	94	-0.24555610616644666	-0.8890691988261232	0.6519685039370079	0.8063570255688483
HALLMARK_TGF_BETA_SIGNALING	HALLMARK_TGF_BETA_SIGNALING	52	0.24772200717833162	0.886407676153051	0.6773399014778325	0.8063570255688483
HALLMARK_PANCREAS_BETA_CELLS	HALLMARK_PANCREAS_BETA_CELLS	22	0.2898284829631145	0.8508919485566238	0.6576576576576577	0.8063570255688483
HALLMARK_FATTY_ACID_METABOLISM	HALLMARK_FATTY_ACID_METABOLISM	130	0.21922169254046575	0.8948927373778157	0.7386018237082067	0.8333333333333334
HALLMARK_SPERMATOGENESIS	HALLMARK_SPERMATOGENESIS	84	0.2288626121958371	0.8864025062641526	0.717741935483871	0.8333333333333334
HALLMARK_PROTEIN_SECRETION	HALLMARK_PROTEIN_SECRETION	93	-0.23480262644204164	-0.8492587258409858	0.75	0.8333333333333334
HALLMARK_CHOLESTEROL_HOMEOSTASIS	HALLMARK_CHOLESTEROL_HOMEOSTASIS	68	0.2274080104951916	0.8344429014309013	0.7741046831955923	0.8414181339082525
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	44	-0.2501846434499205	-0.7989398384595031	0.7938144329896907	0.8444834393507348
HALLMARK_MYC_TARGETS_V2	HALLMARK_MYC_TARGETS_V2	57	-0.22503155824832308	-0.749736632973195	0.8739495798319328	0.9103641456582634
HALLMARK_G2M_CHECKPOINT	HALLMARK_G2M_CHECKPOINT	187	0.18957442621381287	0.8213137953038874	0.9202898550724637	0.9202898550724637
HALLMARK_DNA_REPAIR	HALLMARK_DNA_REPAIR	147	-0.20390318953873612	-0.7830744776819899	0.9181286549707602	0.9202898550724637
