ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust
HALLMARK_INTERFERON_ALPHA_RESPONSE	HALLMARK_INTERFERON_ALPHA_RESPONSE	95	0.4020113537593894	1.2945474530337653	0.07268170426065163	0.1730516768110753
HALLMARK_UV_RESPONSE_DN	HALLMARK_UV_RESPONSE_DN	138	-0.40066252507139993	-1.2674206504605563	0.07987220447284345	0.18152773743828057
HALLMARK_NOTCH_SIGNALING	HALLMARK_NOTCH_SIGNALING	32	0.5095503157377965	1.3473145232730566	0.10070257611241218	0.20710059171597636
HALLMARK_HYPOXIA	HALLMARK_HYPOXIA	193	-0.36837571564005406	-1.2192281098673332	0.10074074074074074	0.20710059171597636
HALLMARK_PI3K_AKT_MTOR_SIGNALING	HALLMARK_PI3K_AKT_MTOR_SIGNALING	104	0.37406737409123936	1.2165092236341364	0.10406091370558376	0.20710059171597636
HALLMARK_GLYCOLYSIS	HALLMARK_GLYCOLYSIS	197	0.3375045183324245	1.1821670692016144	0.1076923076923077	0.20710059171597636
HALLMARK_TGF_BETA_SIGNALING	HALLMARK_TGF_BETA_SIGNALING	54	0.4321891755661408	1.257810649113712	0.12345679012345678	0.22862368541380887
HALLMARK_APICAL_SURFACE	HALLMARK_APICAL_SURFACE	42	0.45537885092382135	1.2804650409497302	0.1342925659472422	0.2346666666666667
HALLMARK_COAGULATION	HALLMARK_COAGULATION	132	-0.38341035375752386	-1.2066890807595945	0.1408	0.2346666666666667
HALLMARK_MITOTIC_SPINDLE	HALLMARK_MITOTIC_SPINDLE	198	0.3269840918455539	1.1471023833003096	0.1402439024390244	0.2346666666666667
HALLMARK_UV_RESPONSE_UP	HALLMARK_UV_RESPONSE_UP	156	0.3334985919350397	1.1504575614990846	0.14736842105263157	0.23674242424242425
HALLMARK_FATTY_ACID_METABOLISM	HALLMARK_FATTY_ACID_METABOLISM	152	0.3323489974395928	1.1375604275168245	0.15363881401617252	0.23674242424242425
HALLMARK_DNA_REPAIR	HALLMARK_DNA_REPAIR	148	0.3313052628773582	1.1344520603356714	0.15625	0.23674242424242425
HALLMARK_COMPLEMENT	HALLMARK_COMPLEMENT	190	0.31482994643180584	1.0954144729908313	0.20307692307692307	0.2986425339366516
HALLMARK_HEDGEHOG_SIGNALING	HALLMARK_HEDGEHOG_SIGNALING	36	-0.4500849069309668	-1.174706057418782	0.21891418563922943	0.3127345509131849
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	108	-0.3709669080864057	-1.143048700328432	0.2288961038961039	0.3179112554112554
HALLMARK_SPERMATOGENESIS	HALLMARK_SPERMATOGENESIS	119	-0.36307437378753654	-1.1246881850632624	0.2573770491803279	0.33865401207937884
HALLMARK_KRAS_SIGNALING_DN	HALLMARK_KRAS_SIGNALING_DN	184	-0.33554323026802274	-1.104964729214745	0.2559880239520958	0.33865401207937884
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	49	0.3892689478575976	1.1234532540071214	0.2709832134292566	0.3474143761913546
HALLMARK_PANCREAS_BETA_CELLS	HALLMARK_PANCREAS_BETA_CELLS	35	-0.4244415367587902	-1.1044099846515911	0.30297723292469353	0.3743346785985845
HALLMARK_WNT_BETA_CATENIN_SIGNALING	HALLMARK_WNT_BETA_CATENIN_SIGNALING	42	0.38818139369939153	1.0915146875417032	0.3069544364508393	0.3743346785985845
HALLMARK_BILE_ACID_METABOLISM	HALLMARK_BILE_ACID_METABOLISM	106	-0.32407972465426443	-0.9928554944300706	0.4570957095709571	0.5339985218033999
HALLMARK_MTORC1_SIGNALING	HALLMARK_MTORC1_SIGNALING	195	-0.2976972471623102	-0.9872173651734061	0.46597633136094674	0.5339985218033999
HALLMARK_PEROXISOME	HALLMARK_PEROXISOME	101	-0.32140850868455806	-0.9836644879643891	0.46991869918699186	0.5339985218033999
HALLMARK_ALLOGRAFT_REJECTION	HALLMARK_ALLOGRAFT_REJECTION	173	0.2746514407299286	0.9548778703978423	0.5596590909090909	0.6218434343434344
HALLMARK_ANDROGEN_RESPONSE	HALLMARK_ANDROGEN_RESPONSE	97	-0.30616848219045556	-0.9315547614191813	0.5810147299509002	0.6315377499466306
HALLMARK_PROTEIN_SECRETION	HALLMARK_PROTEIN_SECRETION	93	-0.30221066321198586	-0.9127347834312598	0.6245901639344262	0.6644576212068364
HALLMARK_HEME_METABOLISM	HALLMARK_HEME_METABOLISM	185	-0.2677021017652813	-0.8807815304012698	0.746969696969697	0.7780934343434344
HALLMARK_OXIDATIVE_PHOSPHORYLATION	HALLMARK_OXIDATIVE_PHOSPHORYLATION	185	-0.24904578960759505	-0.8193993631880357	0.8984848484848484	0.916821273964131
HALLMARK_ADIPOGENESIS	HALLMARK_ADIPOGENESIS	194	-0.24359931930623735	-0.8070719735997776	0.9260355029585798	0.9260355029585798
