gene_id	A2780_up	UWB_BRCAdef_up	PEO1_up
MAP7D1	FALSE	TRUE	FALSE
DDA1	FALSE	TRUE	FALSE
KCNA2	FALSE	TRUE	FALSE
HIRA	FALSE	TRUE	FALSE
TBKBP1	FALSE	TRUE	FALSE
STXBP2	FALSE	TRUE	FALSE
MRNIP	FALSE	TRUE	FALSE
ESS2	FALSE	TRUE	FALSE
HARS2	FALSE	TRUE	FALSE
RAB17	FALSE	TRUE	FALSE
RRP9	FALSE	TRUE	FALSE
LSS	FALSE	TRUE	FALSE
MORN4	FALSE	TRUE	FALSE
LOC101928841	FALSE	TRUE	FALSE
CPEB4	FALSE	TRUE	FALSE
PHYKPL	FALSE	TRUE	FALSE
FAM89B	FALSE	TRUE	FALSE
LRCH4	FALSE	TRUE	FALSE
DBNDD1	FALSE	TRUE	FALSE
CYTL1	FALSE	TRUE	FALSE
RBM15B	FALSE	TRUE	FALSE
U2AF2	FALSE	TRUE	FALSE
ZNF879	FALSE	TRUE	FALSE
CLCN7	FALSE	TRUE	TRUE
SHANK3	FALSE	TRUE	FALSE
BMP6	FALSE	TRUE	FALSE
ANGEL2	FALSE	TRUE	FALSE
PCIF1	FALSE	TRUE	FALSE
AMDHD2	FALSE	TRUE	FALSE
TMEM250	FALSE	TRUE	FALSE
GCAT	FALSE	TRUE	FALSE
CD320	FALSE	TRUE	FALSE
IQCH-AS1	FALSE	TRUE	FALSE
KIF12	FALSE	TRUE	FALSE
FLT4	FALSE	TRUE	FALSE
CNNM3	FALSE	TRUE	FALSE
FAM171A2	FALSE	TRUE	FALSE
NWD1	FALSE	TRUE	FALSE
FARSA	FALSE	TRUE	FALSE
SEC16A	FALSE	TRUE	TRUE
RGL3	FALSE	TRUE	FALSE
PDK2	FALSE	TRUE	FALSE
IFRD2	FALSE	TRUE	FALSE
RNPEPL1	FALSE	TRUE	FALSE
NR1H2	FALSE	TRUE	FALSE
COX5B	FALSE	TRUE	FALSE
RPTOR	FALSE	TRUE	FALSE
KIF1A	FALSE	TRUE	FALSE
EMID1	FALSE	TRUE	FALSE
KLF11	FALSE	TRUE	FALSE
L3MBTL2	FALSE	TRUE	FALSE
TMEM184B	FALSE	TRUE	FALSE
THAP7	FALSE	TRUE	FALSE
TSHZ2	FALSE	TRUE	FALSE
PKD1P3-NPIPA1	FALSE	TRUE	FALSE
ATG16L1	FALSE	TRUE	FALSE
HIRIP3	FALSE	TRUE	FALSE
TRMT61A	FALSE	TRUE	FALSE
KATNAL1	FALSE	TRUE	FALSE
PELP1	FALSE	TRUE	FALSE
ZNF846	FALSE	TRUE	FALSE
PCDHGC3	FALSE	TRUE	FALSE
FASTK	FALSE	TRUE	FALSE
CD70	FALSE	TRUE	TRUE
NDUFB6	FALSE	TRUE	FALSE
WIPF1	FALSE	TRUE	FALSE
MSI1	FALSE	TRUE	FALSE
WIZ	FALSE	TRUE	FALSE
SMARCA4	FALSE	TRUE	FALSE
MRPL43	FALSE	TRUE	FALSE
IL17RA	FALSE	TRUE	FALSE
STK32C	FALSE	TRUE	FALSE
KIF3C	FALSE	TRUE	FALSE
SDC3	FALSE	TRUE	FALSE
ARHGEF10L	FALSE	TRUE	FALSE
RAPGEF6	FALSE	TRUE	FALSE
TRMT1	FALSE	TRUE	FALSE
TAB1	FALSE	TRUE	FALSE
CUEDC2	FALSE	TRUE	FALSE
FRMD3	FALSE	TRUE	FALSE
PNPLA7	FALSE	TRUE	FALSE
C16orf58	FALSE	TRUE	FALSE
PLCD1	FALSE	TRUE	FALSE
ASB16-AS1	FALSE	TRUE	FALSE
PEX14	FALSE	TRUE	FALSE
RNF14	FALSE	TRUE	FALSE
TNNT1	FALSE	TRUE	TRUE
NLGN2	FALSE	TRUE	TRUE
PTK7	FALSE	TRUE	FALSE
WDR83	FALSE	TRUE	FALSE
LINC01000	FALSE	TRUE	FALSE
NKX2-5	FALSE	TRUE	FALSE
LOC643201	FALSE	TRUE	FALSE
MATK	FALSE	TRUE	FALSE
GMIP	FALSE	TRUE	FALSE
DIS3L2	FALSE	TRUE	FALSE
CYBC1	FALSE	TRUE	FALSE
FBRS	FALSE	TRUE	FALSE
YIPF2	FALSE	TRUE	FALSE
ENHO	FALSE	TRUE	FALSE
KIAA1549	FALSE	TRUE	FALSE
REXO1	FALSE	TRUE	FALSE
MRPL55	FALSE	TRUE	TRUE
ASB6	FALSE	TRUE	FALSE
TMEM256	FALSE	TRUE	FALSE
PANX2	FALSE	TRUE	FALSE
UBALD1	FALSE	TRUE	FALSE
MRTFA	FALSE	TRUE	FALSE
TTYH3	FALSE	TRUE	FALSE
MTCL1	FALSE	TRUE	FALSE
ARSA	FALSE	TRUE	FALSE
KCNQ1OT1	FALSE	TRUE	FALSE
DPM3	FALSE	TRUE	FALSE
OXLD1	FALSE	TRUE	FALSE
CFAP36	FALSE	TRUE	FALSE
STOML1	FALSE	TRUE	FALSE
TRIM11	FALSE	TRUE	FALSE
PLEKHN1	FALSE	TRUE	FALSE
CCZ1P-OR7E38P	FALSE	TRUE	FALSE
FAAH	FALSE	TRUE	FALSE
TBC1D16	FALSE	TRUE	FALSE
ST3GAL2	FALSE	TRUE	FALSE
KLHL17	FALSE	TRUE	FALSE
CIC	FALSE	TRUE	FALSE
ELFN1-AS1	FALSE	TRUE	FALSE
ADAMTS2	FALSE	TRUE	FALSE
HCFC1	FALSE	TRUE	FALSE
TOLLIP	FALSE	TRUE	FALSE
LMF2	FALSE	TRUE	FALSE
FBXO31	FALSE	TRUE	FALSE
GPR153	FALSE	TRUE	TRUE
LINC01061	FALSE	TRUE	FALSE
IDH3G	FALSE	TRUE	FALSE
TNIP2	FALSE	TRUE	FALSE
SLC2A6	FALSE	TRUE	TRUE
TMEM259	FALSE	TRUE	FALSE
CCM2	FALSE	TRUE	FALSE
FAM160A2	FALSE	TRUE	FALSE
MZT2B	FALSE	TRUE	FALSE
TEDC1	FALSE	TRUE	FALSE
TUBGCP6	FALSE	TRUE	FALSE
UBALD2	FALSE	TRUE	FALSE
C19orf57	FALSE	TRUE	FALSE
CSNK1G2	FALSE	TRUE	FALSE
C19orf48	FALSE	TRUE	FALSE
PROC	FALSE	TRUE	FALSE
NREP	FALSE	TRUE	FALSE
ANKS3	FALSE	TRUE	FALSE
CBS	FALSE	TRUE	FALSE
CLPP	FALSE	TRUE	FALSE
MEX3B	FALSE	TRUE	FALSE
HEXD	FALSE	TRUE	FALSE
SPTBN5	FALSE	TRUE	FALSE
CTSD	FALSE	TRUE	FALSE
KCNJ12	FALSE	TRUE	FALSE
DENND2A	FALSE	TRUE	TRUE
COX17	FALSE	TRUE	FALSE
FEZF1-AS1	FALSE	TRUE	FALSE
DDX49	FALSE	TRUE	FALSE
GIGYF1	FALSE	TRUE	FALSE
ACAA1	FALSE	TRUE	FALSE
BAD	FALSE	TRUE	FALSE
ARFRP1	FALSE	TRUE	FALSE
GPX4	FALSE	TRUE	FALSE
EXOC3-AS1	FALSE	TRUE	FALSE
CERS4	FALSE	TRUE	FALSE
TCF3	FALSE	TRUE	FALSE
MRPL28	FALSE	TRUE	FALSE
RBM38	FALSE	TRUE	FALSE
AP1B1	FALSE	TRUE	FALSE
CLN6	FALSE	TRUE	FALSE
BCKDK	FALSE	TRUE	FALSE
COL6A3	FALSE	TRUE	FALSE
ONECUT2	FALSE	TRUE	FALSE
ING4	FALSE	TRUE	FALSE
ROGDI	FALSE	TRUE	FALSE
FAM43A	FALSE	TRUE	FALSE
UBL7	FALSE	TRUE	FALSE
CRELD1	FALSE	TRUE	FALSE
SCAMP5	FALSE	TRUE	FALSE
HTRA2	FALSE	TRUE	FALSE
GFOD2	FALSE	TRUE	FALSE
NFIC	FALSE	TRUE	FALSE
IFNLR1	FALSE	TRUE	FALSE
YDJC	FALSE	TRUE	FALSE
ACOX3	FALSE	TRUE	FALSE
SERPINA1	FALSE	TRUE	TRUE
CXCL12	FALSE	TRUE	FALSE
CRTC1	FALSE	TRUE	FALSE
TMEM150A	FALSE	TRUE	FALSE
CIAO3	FALSE	TRUE	FALSE
SHROOM2	FALSE	TRUE	FALSE
VPS18	FALSE	TRUE	FALSE
CPLANE1	FALSE	TRUE	FALSE
SLC19A1	FALSE	TRUE	FALSE
GTPBP6	FALSE	TRUE	FALSE
KIF21B	FALSE	TRUE	FALSE
PKD1P1	FALSE	TRUE	FALSE
COMMD9	FALSE	TRUE	FALSE
RNF166	FALSE	TRUE	FALSE
PGAP6	FALSE	TRUE	FALSE
RANGAP1	FALSE	TRUE	FALSE
ZNF48	FALSE	TRUE	FALSE
SPACA6	FALSE	TRUE	FALSE
LIME1	FALSE	TRUE	FALSE
LINC00638	FALSE	TRUE	FALSE
H2BC11	FALSE	TRUE	FALSE
PWWP3A	FALSE	TRUE	FALSE
CCDC24	FALSE	TRUE	FALSE
SLC22A17	FALSE	TRUE	FALSE
KCTD7	FALSE	TRUE	FALSE
ZNF500	FALSE	TRUE	FALSE
RGMB	FALSE	TRUE	FALSE
CAPN10	FALSE	TRUE	FALSE
FDXR	FALSE	TRUE	FALSE
SCAF1	FALSE	TRUE	FALSE
CCDC85A	FALSE	TRUE	FALSE
CCDC159	FALSE	TRUE	FALSE
EGFL7	FALSE	TRUE	FALSE
ZC3H7B	FALSE	TRUE	FALSE
MIR3936HG	FALSE	TRUE	FALSE
FDX2	FALSE	TRUE	FALSE
GMPPB	FALSE	TRUE	FALSE
CYB5D1	FALSE	TRUE	FALSE
ZC3H3	FALSE	TRUE	FALSE
ASL	FALSE	TRUE	FALSE
CNPPD1	FALSE	TRUE	FALSE
TMEM94	FALSE	TRUE	FALSE
CISD3	FALSE	TRUE	FALSE
NSUN5P1	FALSE	TRUE	FALSE
TRIM52-AS1	FALSE	TRUE	FALSE
KANK3	FALSE	TRUE	FALSE
DEAF1	FALSE	TRUE	FALSE
ST8SIA2	FALSE	TRUE	FALSE
WRAP73	FALSE	TRUE	FALSE
ADCY1	FALSE	TRUE	FALSE
PHAX	FALSE	TRUE	FALSE
SEPTIN9	FALSE	TRUE	FALSE
CHID1	FALSE	TRUE	FALSE
REEP1	FALSE	TRUE	FALSE
SHFL	FALSE	TRUE	FALSE
ABAT	FALSE	TRUE	TRUE
ATXN1-AS1	FALSE	TRUE	FALSE
RPS2	FALSE	TRUE	FALSE
CAMTA2	FALSE	TRUE	FALSE
PRKACB	FALSE	TRUE	FALSE
TIMM22	FALSE	TRUE	FALSE
TIMM17B	FALSE	TRUE	FALSE
LOXL3	FALSE	TRUE	FALSE
LOC105379152	FALSE	TRUE	FALSE
EMC4	FALSE	TRUE	FALSE
CBX2	FALSE	TRUE	FALSE
TMEM132D-AS1	FALSE	TRUE	FALSE
LSM7	FALSE	TRUE	FALSE
SPIRE2	FALSE	TRUE	FALSE
SLC12A7	FALSE	TRUE	FALSE
URB1-AS1	FALSE	TRUE	FALSE
DAPK3	FALSE	TRUE	FALSE
PEX16	FALSE	TRUE	FALSE
RBPMS2	FALSE	TRUE	FALSE
C1orf159	FALSE	TRUE	FALSE
SGSM3	FALSE	TRUE	FALSE
FAAP20	FALSE	TRUE	FALSE
PLEKHJ1	FALSE	TRUE	FALSE
YIF1B	FALSE	TRUE	FALSE
DPP9	FALSE	TRUE	FALSE
SLC66A1	FALSE	TRUE	FALSE
SAMD1	FALSE	TRUE	FALSE
DGAT1	FALSE	TRUE	FALSE
LAMB2	FALSE	TRUE	FALSE
CTDP1	FALSE	TRUE	FALSE
SNED1	FALSE	TRUE	FALSE
RTL8C	FALSE	TRUE	FALSE
KDM6B	FALSE	TRUE	FALSE
PGBD5	FALSE	TRUE	FALSE
PPP1R12C	FALSE	TRUE	FALSE
KIAA0556	FALSE	TRUE	FALSE
SDF2L1	FALSE	TRUE	FALSE
PDGFB	FALSE	TRUE	FALSE
C11orf95	FALSE	TRUE	FALSE
CUX2	FALSE	TRUE	FALSE
GNA11	FALSE	TRUE	FALSE
TP53INP2	FALSE	TRUE	FALSE
MXI1	FALSE	TRUE	FALSE
THG1L	FALSE	TRUE	FALSE
CAMSAP3	FALSE	TRUE	FALSE
QTRT1	FALSE	TRUE	FALSE
MLST8	FALSE	TRUE	FALSE
ARRDC1-AS1	FALSE	TRUE	FALSE
LINC00205	FALSE	TRUE	FALSE
MIGA2	FALSE	TRUE	FALSE
PACS2	FALSE	TRUE	FALSE
LMF1	FALSE	TRUE	FALSE
IGSF8	FALSE	TRUE	FALSE
ZFYVE19	FALSE	TRUE	FALSE
TLE2	FALSE	TRUE	FALSE
DPH2	FALSE	TRUE	FALSE
RELN	FALSE	TRUE	FALSE
SCAMP4	FALSE	TRUE	FALSE
MN1	FALSE	TRUE	FALSE
RASGEF1A	FALSE	TRUE	FALSE
PCBP3	FALSE	TRUE	FALSE
FAM193A	FALSE	TRUE	FALSE
STK32B	FALSE	TRUE	FALSE
SPATA2L	FALSE	TRUE	FALSE
TMED1	FALSE	TRUE	FALSE
HRH2	FALSE	TRUE	FALSE
SYNE3	FALSE	TRUE	FALSE
TIGD5	FALSE	TRUE	FALSE
H2AC6	FALSE	TRUE	FALSE
EN1	FALSE	TRUE	FALSE
OGFOD3	FALSE	TRUE	FALSE
ITM2C	FALSE	TRUE	FALSE
DMAC2	FALSE	TRUE	FALSE
MICAL1	FALSE	TRUE	FALSE
ZNF646	FALSE	TRUE	FALSE
ICAM5	FALSE	TRUE	FALSE
APBA3	FALSE	TRUE	FALSE
RELL2	FALSE	TRUE	FALSE
FHL3	FALSE	TRUE	FALSE
ILK	FALSE	TRUE	FALSE
TEAD3	FALSE	TRUE	FALSE
PKD1P5-LOC105376752	FALSE	TRUE	FALSE
HDAC10	FALSE	TRUE	FALSE
ARMC5	FALSE	TRUE	FALSE
BMP7	FALSE	TRUE	FALSE
ASB1	FALSE	TRUE	FALSE
PLPPR2	FALSE	TRUE	FALSE
RAPGEF1	FALSE	TRUE	FALSE
ZNF175	FALSE	TRUE	FALSE
TNRC18	FALSE	TRUE	FALSE
SPSB3	FALSE	TRUE	FALSE
GNG7	FALSE	TRUE	FALSE
GPSM1	FALSE	TRUE	TRUE
NDUFB11	FALSE	TRUE	FALSE
RPLP1	FALSE	TRUE	FALSE
UBXN6	FALSE	TRUE	FALSE
CABIN1	FALSE	TRUE	FALSE
ZBTB8B	FALSE	TRUE	FALSE
TMEM102	FALSE	TRUE	FALSE
RRN3P3	FALSE	TRUE	FALSE
PKD1P4-NPIPA8	FALSE	TRUE	FALSE
MPP1	FALSE	TRUE	FALSE
ZSWIM7	FALSE	TRUE	FALSE
TOM1	FALSE	TRUE	TRUE
TMEM184A	FALSE	TRUE	FALSE
ATG4B	FALSE	TRUE	FALSE
SWSAP1	FALSE	TRUE	FALSE
XYLT2	FALSE	TRUE	FALSE
FAM3A	FALSE	TRUE	FALSE
H2BC4	FALSE	TRUE	FALSE
DNAL4	FALSE	TRUE	FALSE
MFHAS1	FALSE	TRUE	FALSE
NELFA	FALSE	TRUE	FALSE
ARF5	FALSE	TRUE	FALSE
SDK1	FALSE	TRUE	FALSE
DMBX1	FALSE	TRUE	FALSE
FAXC	FALSE	TRUE	FALSE
ZFAND2B	FALSE	TRUE	FALSE
ENKD1	FALSE	TRUE	FALSE
WDR18	FALSE	TRUE	FALSE
MRPL54	FALSE	TRUE	FALSE
SP2	FALSE	TRUE	FALSE
SPEG	FALSE	TRUE	FALSE
DOCK6	FALSE	TRUE	FALSE
RAC3	FALSE	TRUE	FALSE
VPS28	FALSE	TRUE	FALSE
SPRY1	FALSE	TRUE	FALSE
GAK	FALSE	TRUE	FALSE
ZBTB17	FALSE	TRUE	FALSE
OST4	FALSE	TRUE	FALSE
INO80E	FALSE	TRUE	FALSE
ARHGDIA	FALSE	TRUE	FALSE
FAM53A	FALSE	TRUE	FALSE
KCNK6	FALSE	TRUE	FALSE
CCDC130	FALSE	TRUE	FALSE
FSD1	FALSE	TRUE	FALSE
ZNF768	FALSE	TRUE	FALSE
MTFR1L	FALSE	TRUE	FALSE
TMPRSS2	FALSE	TRUE	FALSE
ZNF354B	FALSE	TRUE	FALSE
RIPOR1	FALSE	TRUE	FALSE
DDAH2	FALSE	TRUE	FALSE
ZIM2-AS1	FALSE	TRUE	FALSE
ADGRL3	FALSE	TRUE	FALSE
WNT6	FALSE	TRUE	FALSE
YTHDC2	FALSE	TRUE	FALSE
RHOF	FALSE	TRUE	FALSE
LNCOG	FALSE	TRUE	FALSE
AGAP3	FALSE	TRUE	FALSE
PRKCB	FALSE	TRUE	FALSE
COL6A1	FALSE	TRUE	TRUE
CBX7	FALSE	TRUE	FALSE
CHURC1	FALSE	TRUE	TRUE
PTGES2	FALSE	TRUE	FALSE
CHAC1	FALSE	TRUE	FALSE
CXXC5	FALSE	TRUE	FALSE
ZSCAN25	FALSE	TRUE	FALSE
MAU2	FALSE	TRUE	FALSE
LMTK3	FALSE	TRUE	FALSE
MNT	FALSE	TRUE	FALSE
H2BC21	FALSE	TRUE	FALSE
ISL1	FALSE	TRUE	FALSE
PPP4C	FALSE	TRUE	FALSE
EEF2	FALSE	TRUE	FALSE
HAGHL	FALSE	TRUE	FALSE
PWWP2B	FALSE	TRUE	FALSE
POLR2L	FALSE	TRUE	FALSE
ANKRD13D	FALSE	TRUE	FALSE
WRAP53	FALSE	TRUE	FALSE
DHRS11	FALSE	TRUE	FALSE
ULK1	FALSE	TRUE	FALSE
MZT2A	FALSE	TRUE	FALSE
ZFPL1	FALSE	TRUE	FALSE
RPS28	FALSE	TRUE	FALSE
NBEAL1	FALSE	TRUE	FALSE
SYNGR1	FALSE	TRUE	FALSE
AKAP17A	FALSE	TRUE	FALSE
PSMG3-AS1	FALSE	TRUE	FALSE
AMIGO3	FALSE	TRUE	FALSE
KCNF1	FALSE	TRUE	FALSE
SPNS1	FALSE	TRUE	FALSE
NEIL1	FALSE	TRUE	FALSE
EPHB4	FALSE	TRUE	FALSE
FSCN2	FALSE	TRUE	FALSE
LAMTOR2	FALSE	TRUE	FALSE
TSPAN10	FALSE	TRUE	TRUE
ZNF276	FALSE	TRUE	FALSE
UNK	FALSE	TRUE	FALSE
XAB2	FALSE	TRUE	FALSE
ETHE1	FALSE	TRUE	FALSE
DGKZ	FALSE	TRUE	FALSE
SELENON	FALSE	TRUE	FALSE
MC1R	FALSE	TRUE	FALSE
ZNF446	FALSE	TRUE	FALSE
NOP53	FALSE	TRUE	FALSE
PLXNA4	FALSE	TRUE	FALSE
ARSG	FALSE	TRUE	FALSE
CCDC74A	FALSE	TRUE	FALSE
MAST1	FALSE	TRUE	TRUE
LRRC56	FALSE	TRUE	FALSE
LONP1	FALSE	TRUE	FALSE
CASKIN2	FALSE	TRUE	FALSE
TESK1	FALSE	TRUE	FALSE
GLIS2	FALSE	TRUE	FALSE
TMEM191A	FALSE	TRUE	FALSE
TERT	FALSE	TRUE	FALSE
CD81	FALSE	TRUE	FALSE
TOP3B	FALSE	TRUE	FALSE
MRPS12	FALSE	TRUE	FALSE
IRAK1	FALSE	TRUE	FALSE
HDGFL2	FALSE	TRUE	FALSE
APLP1	FALSE	TRUE	FALSE
MRM3	FALSE	TRUE	FALSE
ALG12	FALSE	TRUE	FALSE
BCL7C	FALSE	TRUE	FALSE
PLXNB2	FALSE	TRUE	FALSE
CLUH	FALSE	TRUE	FALSE
GNAO1	FALSE	TRUE	FALSE
CACNG8	FALSE	TRUE	FALSE
CLK4	FALSE	TRUE	FALSE
RHOJ	FALSE	TRUE	FALSE
GNAZ	FALSE	TRUE	TRUE
MAP2K6	FALSE	TRUE	FALSE
URGCP	FALSE	TRUE	FALSE
TRAF7	FALSE	TRUE	FALSE
MFSD3	FALSE	TRUE	FALSE
GRID1	FALSE	TRUE	FALSE
ASIC3	FALSE	TRUE	TRUE
DLGAP3	FALSE	TRUE	FALSE
LOC102724849	FALSE	TRUE	FALSE
ASMTL-AS1	FALSE	TRUE	FALSE
NDUFAF8	FALSE	TRUE	FALSE
CKB	FALSE	TRUE	FALSE
GSDMC	FALSE	TRUE	FALSE
DOCK11	FALSE	TRUE	FALSE
BAIAP3	FALSE	TRUE	FALSE
RAB11FIP3	FALSE	TRUE	FALSE
KCNG1	FALSE	TRUE	FALSE
GCDH	FALSE	TRUE	FALSE
ANKRD18DP	FALSE	TRUE	FALSE
GNPTG	FALSE	TRUE	FALSE
ZNF444	FALSE	TRUE	FALSE
C22orf39	FALSE	TRUE	FALSE
MCRIP2	FALSE	TRUE	FALSE
PPP1R9B	FALSE	TRUE	FALSE
TUBB2A	FALSE	TRUE	FALSE
PPM1F	FALSE	TRUE	FALSE
PORCN	FALSE	TRUE	FALSE
FBXL15	FALSE	TRUE	FALSE
PLA2G6	FALSE	TRUE	FALSE
ITPRIP	FALSE	TRUE	FALSE
EPN1	FALSE	TRUE	FALSE
SSNA1	FALSE	TRUE	FALSE
DPYSL4	FALSE	TRUE	FALSE
ETFDH	FALSE	TRUE	TRUE
MUC1	FALSE	TRUE	FALSE
AP2A2	FALSE	TRUE	FALSE
GNAS-AS1	FALSE	TRUE	FALSE
PKD1	FALSE	TRUE	FALSE
ZNF319	FALSE	TRUE	FALSE
CBX8	FALSE	TRUE	FALSE
RNF126	FALSE	TRUE	FALSE
C19orf25	FALSE	TRUE	FALSE
CDK11B	FALSE	TRUE	FALSE
ATP8B2	FALSE	TRUE	TRUE
NUDT8	FALSE	TRUE	TRUE
SBF1	FALSE	TRUE	FALSE
DIRAS2	FALSE	TRUE	FALSE
RRP12	FALSE	TRUE	FALSE
EBF3	FALSE	TRUE	FALSE
TYK2	FALSE	TRUE	FALSE
RPS10	FALSE	TRUE	FALSE
NDUFAF3	FALSE	TRUE	FALSE
G6PC3	FALSE	TRUE	FALSE
ANKRD54	FALSE	TRUE	FALSE
SFI1	FALSE	TRUE	FALSE
PDXP	FALSE	TRUE	FALSE
THAP4	FALSE	TRUE	FALSE
TSC2	FALSE	TRUE	FALSE
MIR210HG	FALSE	TRUE	FALSE
RNH1	FALSE	TRUE	FALSE
HS3ST2	FALSE	TRUE	FALSE
TCHH	FALSE	TRUE	FALSE
C3orf18	FALSE	TRUE	FALSE
CDIP1	FALSE	TRUE	FALSE
CSPG5	FALSE	TRUE	FALSE
TMEM161A	FALSE	TRUE	FALSE
RAB15	FALSE	TRUE	FALSE
ZNF354A	FALSE	TRUE	FALSE
LINC00999	FALSE	TRUE	FALSE
PMM1	FALSE	TRUE	FALSE
BAGE2	FALSE	TRUE	FALSE
COL7A1	FALSE	TRUE	FALSE
DDX11L2	FALSE	TRUE	FALSE
HIVEP3	FALSE	TRUE	FALSE
FBXL18	FALSE	TRUE	TRUE
EPB41L4A-AS1	FALSE	TRUE	FALSE
SCYL1	FALSE	TRUE	FALSE
SIRT7	FALSE	TRUE	FALSE
RNF208	FALSE	TRUE	FALSE
DNPH1	FALSE	TRUE	FALSE
LONRF2	FALSE	TRUE	FALSE
CARM1	FALSE	TRUE	FALSE
SSBP4	FALSE	TRUE	FALSE
BAHD1	FALSE	TRUE	FALSE
SLC39A3	FALSE	TRUE	FALSE
FNDC10	FALSE	TRUE	FALSE
UQCC3	FALSE	TRUE	FALSE
GDF6	FALSE	TRUE	FALSE
MAD2L2	FALSE	TRUE	FALSE
FOLR2	FALSE	TRUE	FALSE
DXO	FALSE	TRUE	FALSE
RPL36	FALSE	TRUE	FALSE
EPHA8	FALSE	TRUE	FALSE
TEAD2	FALSE	TRUE	TRUE
ACTA2	FALSE	TRUE	FALSE
EXOSC4	FALSE	TRUE	FALSE
TJP3	FALSE	TRUE	FALSE
POMGNT2	FALSE	TRUE	FALSE
TTLL3	FALSE	TRUE	FALSE
MSX1	FALSE	TRUE	FALSE
FBRSL1	FALSE	TRUE	FALSE
NME3	FALSE	TRUE	FALSE
AZIN2	FALSE	TRUE	FALSE
TRAF2	FALSE	TRUE	TRUE
ASPHD2	FALSE	TRUE	FALSE
NACC2	FALSE	TRUE	FALSE
SPPL2B	FALSE	TRUE	FALSE
PITPNA-AS1	FALSE	TRUE	FALSE
SF3A2	FALSE	TRUE	FALSE
AP5S1	FALSE	TRUE	FALSE
MT1M	FALSE	TRUE	FALSE
TIGD6	FALSE	TRUE	FALSE
BLVRB	FALSE	TRUE	FALSE
VSTM2L	FALSE	TRUE	FALSE
TUBB4A	FALSE	TRUE	FALSE
NRGN	FALSE	TRUE	FALSE
KRBA1	FALSE	TRUE	FALSE
GALT	FALSE	TRUE	FALSE
MAP2K2	FALSE	TRUE	FALSE
MNX1-AS1	FALSE	TRUE	FALSE
FAM160B2	FALSE	TRUE	FALSE
MSL3P1	FALSE	TRUE	FALSE
DOHH	FALSE	TRUE	FALSE
TLCD2	FALSE	TRUE	FALSE
C15orf39	FALSE	TRUE	FALSE
ZNF788P	FALSE	TRUE	FALSE
TMEM52	FALSE	TRUE	TRUE
MMP11	FALSE	TRUE	FALSE
HIP1R	FALSE	TRUE	FALSE
POLR2E	FALSE	TRUE	FALSE
SLC22A18	FALSE	TRUE	FALSE
NUDT22	FALSE	TRUE	FALSE
RBM42	FALSE	TRUE	FALSE
LUC7L2	FALSE	TRUE	FALSE
GPS1	FALSE	TRUE	FALSE
FLJ20021	FALSE	TRUE	FALSE
SNX21	FALSE	TRUE	FALSE
COL6A2	FALSE	TRUE	FALSE
GRAMD4	FALSE	TRUE	FALSE
TMEM198	FALSE	TRUE	FALSE
PPP2R3B	FALSE	TRUE	FALSE
SLC7A5P2	FALSE	TRUE	FALSE
PKN3	FALSE	TRUE	FALSE
TLL2	FALSE	TRUE	FALSE
POLRMT	FALSE	TRUE	FALSE
SLC25A20	FALSE	TRUE	FALSE
POLL	FALSE	TRUE	FALSE
RBM10	FALSE	TRUE	FALSE
SPTBN2	FALSE	TRUE	FALSE
PLA2G15	FALSE	TRUE	FALSE
PKD1P6-NPIPP1	FALSE	TRUE	FALSE
DHX37	FALSE	TRUE	FALSE
MARCHF4	FALSE	TRUE	FALSE
GJA4	FALSE	TRUE	FALSE
COL1A1	FALSE	TRUE	TRUE
KLHL22	FALSE	TRUE	FALSE
TSC22D4	FALSE	TRUE	FALSE
GATAD2A	FALSE	TRUE	FALSE
SLC52A2	FALSE	TRUE	FALSE
PYCR3	FALSE	TRUE	FALSE
RECQL5	FALSE	TRUE	FALSE
ERG	FALSE	TRUE	FALSE
PCDHGB5	FALSE	TRUE	FALSE
C16orf95	FALSE	TRUE	FALSE
HOMER3	FALSE	TRUE	FALSE
SMO	FALSE	TRUE	FALSE
MUS81	FALSE	TRUE	FALSE
RFX1	FALSE	TRUE	FALSE
ERFE	FALSE	TRUE	FALSE
FBXL6	FALSE	TRUE	FALSE
ITPKB	FALSE	TRUE	FALSE
RIMKLA	FALSE	TRUE	FALSE
DMPK	FALSE	TRUE	FALSE
DCXR	FALSE	TRUE	FALSE
PPP1R35	FALSE	TRUE	FALSE
CCS	FALSE	TRUE	FALSE
APBB1	FALSE	TRUE	TRUE
HCN4	FALSE	TRUE	FALSE
VPS9D1	FALSE	TRUE	FALSE
SPATA20	FALSE	TRUE	FALSE
DLGAP1-AS1	FALSE	TRUE	FALSE
TPST2	FALSE	TRUE	FALSE
ADCK5	FALSE	TRUE	FALSE
ARHGAP27P1	FALSE	TRUE	FALSE
BRF1	FALSE	TRUE	FALSE
ZNF316	FALSE	TRUE	FALSE
SELENOO	FALSE	TRUE	FALSE
LOC100507053	FALSE	TRUE	FALSE
METRNL	FALSE	TRUE	FALSE
SH3GL1	FALSE	TRUE	FALSE
LINC02482	FALSE	TRUE	FALSE
LOC100507516	FALSE	TRUE	FALSE
CBARP	FALSE	TRUE	FALSE
ZNF282	FALSE	TRUE	FALSE
CCDC157	FALSE	TRUE	FALSE
LRRC37A3	FALSE	TRUE	FALSE
LOC100507507	FALSE	TRUE	FALSE
GSTT2	FALSE	TRUE	FALSE
