gene_symbol	k	datasets	reml_warning	beta_meta	se_meta	z_meta	p_meta	ci_lb	ci_ub	tau2	Q	Q_pval	I2	beta_fixed	se_fixed	z_fixed	p_fixed	beta_meta_DL	se_meta_DL	p_meta_DL	tau2_DL	FDR_meta	direction	p_meta2	k_eff	n_pos	n_neg	concordance
NEAT1	2	UWB_BRCAdef,UWB_BRCAprof	FALSE	0.7837131828091088	0.05891751353123969	13.301871308495771	2.257467386495074e-40	0.6682369782292278	0.8991893873889899	0	0.06480945202863578	0.7990498206366924	0	0.7837131828091088	0.05891751353123969	13.301871308495771	2.257467386495074e-40	NA	NA	NA	NA	1.2872661610023686e-37	UP	2.257467386495074e-40	2	2	0	1
ZBTB16	2	UWB_BRCAdef,UWB_BRCAprof	FALSE	1.8165021348251	0.1395434527465171	13.017465879426137	9.734825037981035e-39	1.5430019931635597	2.0900022764866404	0	0.6989381980038099	0.4031407052507591	0	1.8165021348251	0.1395434527465171	13.017465879426137	9.734825037981035e-39	NA	NA	NA	NA	5.3775781936372117e-36	UP	9.734825037981035e-39	2	2	0	1
SLC9A3	4	A2780,PEO1,UWB_BRCAdef,UWB_BRCAprof	FALSE	0.6441779586366315	0.05100033295657698	12.630857904106264	1.427137479062128e-36	0.5442191428421894	0.7441367744310736	0	0.7078804827096801	0.8713488332940857	0	0.6441779586366315	0.05100033295657698	12.630857904106264	1.427137479062128e-36	NA	NA	NA	NA	7.007641449272566e-34	UP	1.427137479062128e-36	4	4	0	1
GRN	4	A2780,PEO1,UWB_BRCAdef,UWB_BRCAprof	FALSE	0.5041100794780164	0.04039666062259459	12.479003752009604	9.7195133848167e-36	0.42493407956204365	0.5832860793939892	4.019870179765778e-6	5.9841282587536595	0.11238497833455448	0.02608329590107356	0.5040991610816379	0.04036268265898786	12.489238273397726	8.546800009907725e-36	NA	NA	NA	NA	4.643563191983914e-33	UP	9.7195133848167e-36	4	4	0	1
CAMK2B	3	A2780,UWB_BRCAdef,UWB_BRCAprof	FALSE	0.8594118371400689	0.06919698464844924	12.419787386780715	2.0410318742557567e-35	0.7237882393903373	0.9950354348898004	0	1.0897111484558946	0.5799255334847677	0	0.8594118371400689	0.06919698464844924	12.419787386780715	2.0410318742557567e-35	NA	NA	NA	NA	9.494558010847109e-33	UP	2.0410318742557567e-35	3	3	0	1
MAPK7	4	A2780,PEO1,UWB_BRCAdef,UWB_BRCAprof	FALSE	0.6203665207888612	0.05033139831336701	12.325636512747238	6.592089831520108e-35	0.5217187928031218	0.7190142487746006	2.518543590292542e-7	4.655143380994501	0.1988623303370909	8.591636737634727e-4	0.6203653954550478	0.05032954493916297	12.326068042238989	6.556893161861431e-35	NA	NA	NA	NA	2.987906973122589e-32	UP	6.592089831520108e-35	4	4	0	1
PDCD1LG2	4	A2780,PEO1,UWB_BRCAdef,UWB_BRCAprof	FALSE	0.5910578068118393	0.04840132876713122	12.21160290155546	2.6952623514142358e-34	0.49619294562437966	0.6859226679992989	4.641537168942475e-7	4.046355683811814	0.25650186449665635	4.910561648976092e-4	0.5910573315170661	0.04839689020234199	12.212713028583476	2.65873056353478e-34	NA	NA	NA	NA	1.1620525020963279e-31	UP	2.6952623514142358e-34	4	2	2	0.5
BHLHB9	2	A2780,PEO1	FALSE	0.6041290056605874	0.04953196225803907	12.196750908299354	3.2347545173173575e-34	0.5070481435512335	0.7012098677699412	0	0.7585430391667759	0.3837848597261842	0	0.6041290056605874	0.04953196225803907	12.196750908299354	3.2347545173173575e-34	NA	NA	NA	NA	1.3614465619671174e-31	UP	3.2347545173173575e-34	2	2	0	1
PLEKHM1	4	A2780,PEO1,UWB_BRCAdef,UWB_BRCAprof	FALSE	0.5671334997366505	0.04700357658509888	12.065752032930272	1.6019230407318764e-33	0.47500818248528653	0.6592588169880145	0	0.879726683844726	0.83031726433693	0	0.5671334997366505	0.04700357658509888	12.065752032930272	1.6019230407318764e-33	NA	NA	NA	NA	6.585393858376134e-31	UP	1.6019230407318764e-33	4	4	0	1
LOC728554	2	UWB_BRCAdef,UWB_BRCAprof	FALSE	0.5984654458879897	0.05100781425065872	11.73281887647756	8.652820917858155e-32	0.49849196702658966	0.6984389247493896	0	0.5937334893411941	0.4409790222082391	0	0.5984654458879897	0.05100781425065872	11.73281887647756	8.652820917858155e-32	NA	NA	NA	NA	3.4762708037495134e-29	UP	8.652820917858155e-32	2	2	0	1
DHFR2	3	A2780,UWB_BRCAdef,UWB_BRCAprof	FALSE	0.7223116756840523	0.0627064649723062	11.518934706382437	1.0591230600504237e-30	0.5994092627405098	0.8452140886275948	0	1.422337275906196	0.49106997898449595	0	0.7223116756840523	0.0627064649723062	11.518934706382437	1.0591230600504237e-30	NA	NA	NA	NA	3.983429432449221e-28	UP	1.0591230600504237e-30	3	3	0	1
ZFP92	2	A2780,PEO1	FALSE	0.8200820778072562	0.07151279641748848	11.467627038658284	1.9184809216882345e-30	0.6799195723952338	0.9602445832192784	0	0.389848703892795	0.5323789401058269	0	0.8200820778072562	0.07151279641748848	11.467627038658284	1.9184809216882345e-30	NA	NA	NA	NA	7.065205677642275e-28	UP	1.9184809216882345e-30	2	2	0	1
TCAF2	3	A2780,UWB_BRCAdef,UWB_BRCAprof	FALSE	0.5518296317492073	0.04853622836346708	11.369437847885315	5.9368707696617185e-30	0.4567003722114003	0.6469588912870142	0	0.05740455311666385	0.9717057209767842	0	0.5518296317492073	0.04853622836346708	11.369437847885315	5.9368707696617185e-30	NA	NA	NA	NA	2.141756420312453e-27	UP	5.9368707696617185e-30	3	3	0	1
AMZ2	4	A2780,PEO1,UWB_BRCAdef,UWB_BRCAprof	FALSE	0.32078288367753294	0.02828490813965751	11.341132242454478	8.207561696898065e-30	0.2653454824177804	0.3762202849372855	0	1.0841997765499902	0.780889624508666	0	0.32078288367753294	0.02828490813965751	11.341132242454478	8.207561696898065e-30	NA	NA	NA	NA	2.9017013623213422e-27	UP	8.207561696898065e-30	4	4	0	1
METTL26	3	A2780,UWB_BRCAdef,UWB_BRCAprof	FALSE	0.607571137460075	0.05526434395999594	10.993908439406717	4.0883007977446375e-28	0.4992550136692493	0.7158872612509006	8.445691707894865e-7	1.672773955353767	0.4332731243435063	0.0023028566194652	0.6075731523877965	0.05525797494026387	10.995212058433337	4.0296520355710897e-28	NA	NA	NA	NA	1.3383128370691103e-25	UP	4.0883007977446375e-28	3	3	0	1
UBQLNL	3	A2780,UWB_BRCAdef,UWB_BRCAprof	FALSE	0.34801999940189454	0.03177794387831142	10.951621059392064	6.5268944446180645e-28	0.28573637389766904	0.4103036249061201	0	1.333809432382341	0.5132949148774318	0	0.34801999940189454	0.03177794387831142	10.951621059392064	6.5268944446180645e-28	NA	NA	NA	NA	2.097743874500246e-25	UP	6.5268944446180645e-28	3	2	1	0.6666666666666666
RTL10	2	UWB_BRCAdef,UWB_BRCAprof	FALSE	1.226875676540689	0.1153272019633339	10.6382159252485	1.9788191575364855e-26	1.0008385142547775	1.4529128388266004	0.01249750352583138	1.8858583825997617	0.16966979554050315	46.97374897146603	1.2282141627788423	0.08396183279465849	14.628243832916654	1.8551402318269203e-48	NA	NA	NA	NA	6.030963146167665e-24	UP	1.9788191575364855e-26	2	2	0	1
RABL2A	4	A2780,PEO1,UWB_BRCAdef,UWB_BRCAprof	TRUE	0.4500316765244359	0.04338243795615676	10.37359119787707	3.2699981924949685e-25	0.3650036605688252	0.5350596924800466	0	8.162465132835667	0.04277070065432881	0	0.4500316765244359	0.04338243795615676	10.37359119787707	3.2699981924949685e-25	NA	NA	NA	NA	9.3231867820538e-23	UP	3.2699981924949685e-25	4	4	0	1
SLC35E2	2	A2780,PEO1	FALSE	0.4092655980234999	0.04050469698639462	10.104151579284018	5.295190860128978e-24	0.3298778507254584	0.48865334532154137	0	0.3746038580084749	0.5405054037208727	0	0.4092655980234999	0.04050469698639462	10.104151579284018	5.295190860128978e-24	NA	NA	NA	NA	1.3970610273805961e-21	UP	5.295190860128978e-24	2	2	0	1
GLIPR1L2	3	A2780,UWB_BRCAdef,UWB_BRCAprof	FALSE	0.2443836497653944	0.0251045987041877	9.734616858250304	2.146249624559103e-22	0.1951795404588556	0.29358775907193324	0	0.7706746346515372	0.6802211471231632	0	0.2443836497653944	0.0251045987041877	9.734616858250304	2.146249624559103e-22	NA	NA	NA	NA	5.343556987793135e-20	UP	2.146249624559103e-22	3	1	2	0.6666666666666666
PLCB2	3	A2780,UWB_BRCAdef,UWB_BRCAprof	FALSE	0.24216878785464888	0.02498336256590756	9.693202314772222	3.2226261556566046e-22	0.19320229701276387	0.2911352786965339	0	0.7044609445835911	0.703118054071653	0	0.24216878785464888	0.02498336256590756	9.693202314772222	3.2226261556566046e-22	NA	NA	NA	NA	7.911994799103027e-20	UP	3.2226261556566046e-22	3	2	1	0.6666666666666666
ZNF37BP	2	UWB_BRCAdef,UWB_BRCAprof	FALSE	0.8412892539214836	0.08806223533052204	9.553348842030768	1.2557021991684688e-21	0.6686904442755697	1.0138880635673977	0	0.15030197935128303	0.6982469429326466	0	0.8412892539214836	0.08806223533052204	9.553348842030768	1.2557021991684688e-21	NA	NA	NA	NA	2.959606369960136e-19	UP	1.2557021991684688e-21	2	2	0	1
GATD3A	2	UWB_BRCAdef,UWB_BRCAprof	FALSE	1.0378485500860135	0.10945784308721648	9.481719361663757	2.5012719184562107e-21	0.8233151198096327	1.2523819803623943	0.00341442606874986	1.1654403998892673	0.2803401001436024	14.19552642116974	1.036733864768271	0.10132273180422573	10.231996772169868	1.4254941189271635e-24	NA	NA	NA	NA	5.742205675655902e-19	UP	2.5012719184562107e-21	2	2	0	1
PEX12	4	A2780,PEO1,UWB_BRCAdef,UWB_BRCAprof	FALSE	0.2920424723491894	0.03081647390208787	9.476829609938047	2.6212613012987222e-21	0.23164329337057868	0.35244165132780014	4.4856483639114473e-7	3.054005190862044	0.38337335634352593	0.00337239877555288	0.29204504954843596	0.03081075396560658	9.478672604845697	2.575381862491696e-21	NA	NA	NA	NA	5.940517438853527e-19	UP	2.6212613012987222e-21	4	4	0	1
LOC100129434	2	UWB_BRCAdef,UWB_BRCAprof	FALSE	3.927513573172022	0.4177973194388157	9.400523628173222	5.429219921552699e-21	3.1086458742345675	4.746381272109477	0.1132640449405205	1.4696832771779225	0.22539567207264655	31.95812897046808	3.951702672329112	0.3415798851196538	11.56889748043814	5.9238990951428895e-31	NA	NA	NA	NA	1.2148395006745198e-18	UP	5.429219921552699e-21	2	2	0	1
ZNF705E	3	A2780,UWB_BRCAdef,UWB_BRCAprof	FALSE	0.2488184689715352	0.02676918471355376	9.294958798112123	1.4726322563503595e-20	0.19635183103746967	0.30128510690560073	1.1651180087829811e-6	1.791891789373439	0.40822128162075294	4.0688442883904353e-4	0.24882045618854776	0.02674752248125464	9.302560876915894	1.371029488240414e-20	NA	NA	NA	NA	3.2539650494381632e-18	UP	1.4726322563503595e-20	3	1	2	0.6666666666666666
GALNT17	2	UWB_BRCAdef,UWB_BRCAprof	FALSE	1.9841823204287308	0.21384404546031796	9.278641900725388	1.7165245778729352e-20	1.5650556930181616	2.4033089478393	0.05012935434624215	2.1744601502941867	0.1403187476000895	54.01157386743978	1.9536272369820091	0.14095981348181352	13.85946241503834	1.1150622856361459e-43	NA	NA	NA	NA	3.7460499954394905e-18	UP	1.7165245778729352e-20	2	2	0	1
CCDC69	4	A2780,PEO1,UWB_BRCAdef,UWB_BRCAprof	FALSE	0.33972817429173807	0.03679014481094533	9.234216827291926	2.6018236150941414e-20	0.2676208154762721	0.41183553310720405	0	0.5772492829310305	0.901620299481582	0	0.33972817429173807	0.03679014481094533	9.234216827291926	2.6018236150941414e-20	NA	NA	NA	NA	5.608833663904773e-18	UP	2.6018236150941414e-20	4	4	0	1
DANCR	2	UWB_BRCAdef,UWB_BRCAprof	FALSE	0.7967936509387912	0.086614371600273	9.199323809863904	3.6020929154853686e-20	0.6270326020586873	0.9665546998188952	0.0062168837344804	1.707195056655578	0.19134970235653329	41.42438521588645	0.7958332143845447	0.06627445313578233	12.008144567470833	3.219882581147725e-33	NA	NA	NA	NA	7.580261484170816e-18	UP	3.6020929154853686e-20	2	2	0	1
ABCB1	3	A2780,UWB_BRCAdef,UWB_BRCAprof	FALSE	0.1529019597750354	0.01662471744904352	9.197266674979332	3.67170385612476e-20	0.1203181123217555	0.1854858072283153	0	0.21854020300245333	0.8964882419737323	0	0.1529019597750354	0.01662471744904352	9.197266674979332	3.67170385612476e-20	NA	NA	NA	NA	7.635848125260868e-18	UP	3.67170385612476e-20	3	3	0	1
LRRC19	3	A2780,UWB_BRCAdef,UWB_BRCAprof	FALSE	0.2581341585719085	0.02841047991223567	9.08587814670236	1.0286491462937456e-19	0.2024506411604279	0.3138176759833891	0	0.03160741447000989	0.9843205160889176	0	0.2581341585719085	0.02841047991223567	9.08587814670236	1.0286491462937456e-19	NA	NA	NA	NA	2.1143524370970394e-17	UP	1.0286491462937456e-19	3	3	0	1
RETREG2	2	UWB_BRCAdef,UWB_BRCAprof	FALSE	0.7166598015770929	0.07920293099588309	9.048400009519147	1.450784421796561e-19	0.5614249093551509	0.8718946937990348	0	0.1902164641193567	0.6627365173699972	0	0.7166598015770929	0.07920293099588309	9.048400009519147	1.450784421796561e-19	NA	NA	NA	NA	2.9477604855284835e-17	UP	1.450784421796561e-19	2	2	0	1
FGD5-AS1	2	UWB_BRCAdef,UWB_BRCAprof	FALSE	0.5436770947598061	0.06020977137948383	9.029715315362605	1.7211897570739953e-19	0.42566811133862725	0.6616860781809849	0	0.991778485810786	0.3193080851863377	0	0.5436770947598061	0.06020977137948383	9.029715315362605	1.7211897570739953e-19	NA	NA	NA	NA	3.457439924522388e-17	UP	1.7211897570739953e-19	2	2	0	1
MMP17	3	A2780,UWB_BRCAdef,UWB_BRCAprof	FALSE	0.7071828093885354	0.07835774468389337	9.025053135990763	1.7960818524627342e-19	0.5536044518983195	0.8607611668787513	1.3237504826664185e-7	1.416478936584172	0.4925105150256173	5.007127200160662e-5	0.7071828268781623	0.07835693923019203	9.025146130333722	1.7945570008031901e-19	NA	NA	NA	NA	3.567341450110534e-17	UP	1.7960818524627342e-19	3	3	0	1
TUBB6	4	A2780,PEO1,UWB_BRCAdef,UWB_BRCAprof	FALSE	0.6392936750081167	0.0712910728025902	8.96737347154761	3.0366903440775943e-19	0.499565739895817	0.7790216101204165	0.00752098673289527	4.762522790039383	0.19003549014068835	34.07045796586875	0.6694299118359555	0.03776945720656243	17.724107290576637	2.7321572982165388e-70	NA	NA	NA	NA	5.89885441892963e-17	UP	3.0366903440775943e-19	4	4	0	1
PAXIP1-AS2	3	PEO1,UWB_BRCAdef,UWB_BRCAprof	FALSE	0.6176892685604523	0.06936326766432399	8.905135086047164	5.332107557758113e-19	0.4817397620883655	0.753638775032539	0	0.5320070436941242	0.7664364282243828	0	0.6176892685604523	0.06936326766432399	8.905135086047164	5.332107557758113e-19	NA	NA	NA	NA	1.0245181010705453e-16	UP	5.332107557758113e-19	3	3	0	1
C10orf25	2	A2780,PEO1	FALSE	0.29136347788108086	0.03281713486091278	8.878394750667663	6.783213801607408e-19	0.22704307547789793	0.3556838802842638	0	0.1753196407091071	0.6754267103672933	0	0.29136347788108086	0.03281713486091278	8.878394750667663	6.783213801607408e-19	NA	NA	NA	NA	1.2893211867850982e-16	UP	6.783213801607408e-19	2	2	0	1
FAM134C	2	A2780,PEO1	FALSE	0.30934562366295687	0.03488252792719049	8.868211166021194	7.433027477808378e-19	0.24097712523595088	0.37771412208996286	0	0.7323296906790457	0.3921290858230561	0	0.30934562366295687	0.03488252792719049	8.868211166021194	7.433027477808378e-19	NA	NA	NA	NA	1.397804539629986e-16	UP	7.433027477808378e-19	2	2	0	1
DIPK1B	2	UWB_BRCAdef,UWB_BRCAprof	FALSE	1.300739481475516	0.14766075996506783	8.808971874337045	1.2629886807326752e-18	1.0113297100141692	1.5901492529368628	0	0.10380348092779362	0.7473121868377355	0	1.300739481475516	0.14766075996506783	8.808971874337045	1.2629886807326752e-18	NA	NA	NA	NA	2.3500895694012105e-16	UP	1.2629886807326752e-18	2	2	0	1
SOX2	3	A2780,UWB_BRCAdef,UWB_BRCAprof	FALSE	1.1050058454366036	0.1254934276059533	8.805288583767897	1.3051633039593667e-18	0.8590432470324506	1.3509684438407563	0.03316470957223998	7.791547881497868	0.02032763597381289	71.2080792891523	1.223895691171111	0.04721974472228685	25.919150947748655	4.0517315630909066e-148	NA	NA	NA	NA	2.403267887926013e-16	UP	1.3051633039593667e-18	3	3	0	1
ELOVL3	3	A2780,UWB_BRCAdef,UWB_BRCAprof	FALSE	0.5318629190504185	0.06048915774399186	8.792698375821677	1.4601007172602684e-18	0.41330634841703234	0.6504194896838047	1.993076323905492e-7	3.0383069587164746	0.21889710946539823	2.301961387621086e-5	0.5318629793890077	0.06048752418016963	8.792936834458418	1.4570039449808634e-18	NA	NA	NA	NA	2.633693916225486e-16	UP	1.4601007172602684e-18	3	2	1	0.6666666666666666
SEC14L5	3	A2780,UWB_BRCAdef,UWB_BRCAprof	FALSE	0.23231269753253983	0.02642837592406866	8.790275202683555	1.4919405115017769e-18	0.1805140325514798	0.2841113625135999	0	1.184112792731887	0.5531885393778329	0	0.23231269753253983	0.02642837592406866	8.790275202683555	1.4919405115017769e-18	NA	NA	NA	NA	2.663942668870395e-16	UP	1.4919405115017769e-18	3	3	0	1
URM1	4	A2780,PEO1,UWB_BRCAdef,UWB_BRCAprof	FALSE	0.3879297843741275	0.04421763456819063	8.773191695179397	1.7367200840943567e-18	0.30126481313892056	0.4745947556093345	0.00157612285861617	4.211574751854692	0.23950558509036196	16.46663479403381	0.3935806905899026	0.03484286103492035	11.295877516930844	1.3752352551088391e-29	NA	NA	NA	NA	3.0700000926535943e-16	UP	1.7367200840943567e-18	4	4	0	1
BAIAP2-DT	2	UWB_BRCAdef,UWB_BRCAprof	FALSE	1.415564161975732	0.161415754571986	8.769677815708118	1.7917824376499063e-18	1.099195096477283	1.731933227474181	0	0.00402363229775282	0.9494224204102862	0	1.415564161975732	0.161415754571986	8.769677815708118	1.7917824376499063e-18	NA	NA	NA	NA	3.135974074290831e-16	UP	1.7917824376499063e-18	2	2	0	1
BOLL	3	A2780,UWB_BRCAdef,UWB_BRCAprof	FALSE	0.2503060630847515	0.02856076388706702	8.763983487083689	1.8846945179416876e-18	0.19432799449514795	0.3062841316743551	0	0.8526995424111854	0.6528879407767351	0	0.2503060630847515	0.02856076388706702	8.763983487083689	1.8846945179416876e-18	NA	NA	NA	NA	3.2662495091818836e-16	UP	1.8846945179416876e-18	3	2	1	0.6666666666666666
C14orf159	2	A2780,PEO1	FALSE	0.4415970628377991	0.05040375326437949	8.761194042862623	1.93192910168106e-18	0.34280752175397217	0.5403866039216261	0	0.02042937167996283	0.8863443966471664	0	0.4415970628377991	0.05040375326437949	8.761194042862623	1.93192910168106e-18	NA	NA	NA	NA	3.3156029835355436e-16	UP	1.93192910168106e-18	2	2	0	1
NEFL	3	A2780,UWB_BRCAdef,UWB_BRCAprof	FALSE	0.5164868758103437	0.05925965981166565	8.715657117367892	2.890769916404291e-18	0.4003400768433834	0.632633674777304	0	0.7813815623565628	0.6765893378539839	0	0.5164868758103437	0.05925965981166565	8.715657117367892	2.890769916404291e-18	NA	NA	NA	NA	4.866679982121776e-16	UP	2.890769916404291e-18	3	3	0	1
SDCCAG3	2	A2780,PEO1	FALSE	0.9678958089510774	0.11140690684913676	8.687933596987547	3.690914113214947e-18	0.7495422838977607	1.186249334004394	0.01690406713878236	2.437302512476874	0.11847981189398246	58.97103478616759	1.0308919447808318	0.03461764309702277	29.779379892835394	7.225581405826064e-195	NA	NA	NA	NA	6.097597082177628e-16	UP	3.690914113214947e-18	2	2	0	1
