gene	PEO1_Adherent_1.tpm	PEO1_Adherent_2.tpm	PEO1_Clone10.tpm	PEO1_Clone18.tpm	PEO1_Clone4.tpm	PEO1_Clone5.tpm
C20orf96	4.04586005975512	3.49288620910853	4.98205374228688	4.55359307887367	3.86234222919477	3.79265122817175
POLR3E	14.9280015269622	21.852818064311	16.0744936776051	14.6165361370581	16.1250393271324	18.0455236279424
SPATA8	NaN	NaN	0.0365857243223701	NaN	NaN	0.0670058769204828
BRCA1	20.4206211509884	20.2336727888952	20.8042631083753	19.7942557994619	21.276631029396	21.3373689787586
RP11-383H13.1	0.410300210311697	0.359070994007651	0.770048229450724	0.746739804367688	0.655518369941983	0.509983763195305
MUC1	0.320267731525274	0.16607952891895	0.557096460177709	0.482812790758837	0.704830167360475	0.38810733473642
ZNF507	2.03679665368349	2.09057411538527	1.44425385114235	1.43810132377833	1.57740261803721	1.4992535036933
C1orf123	17.710503096938	16.1219713112949	13.1106166816974	16.5547272289789	18.713194221174	16.4215581903763
ATP5J2-PTCD1	21.8786604790265	21.2991396600618	23.9116309039155	17.1022503330341	26.2182377157501	18.1056535496873
CYP26B1	1.11648052044592	0.80105831405759	1.33100876139396	1.17738344905882	2.13559282299809	1.11748236680663
SPRR1B	4.83061163240263	5.08071733690514	30.4863979738016	19.3832104649781	108.986121484082	25.2496418566449
AIM1L	0.911978435622811	0.613670956771287	1.82516082287147	1.74911626471876	1.53196987926348	0.876470680424783
TRAPPC1	39.0640723734567	47.6240052013473	67.8292656768173	52.9477786672524	67.3589722363134	57.053412275601
MRP63	7.85108680459359	8.38518402801118	8.69065700822391	8.85773450247834	7.75986037946694	9.77924818573004
TUBB2A	12.0193123042744	10.2534421689834	13.1784871954024	15.8804417803922	14.0588509850721	12.0935869291902
CEP95	6.90171312976093	6.4722263165649	7.64490137981311	6.87697196402356	8.13114632161331	6.79135406564184
ZNF76	2.50661048027489	2.58052508512245	2.88036655599689	3.24519597447555	3.3713755667455	3.01853528512658
CCDC93	4.87809143306621	4.41692171293886	7.92033875985329	7.76766452415892	8.75045889568596	7.50461942732162
HSPE1	133.618228078692	174.619153425387	136.923914839775	137.474078001123	130.860546369732	149.288995661627
STX16	19.5827428126674	18.076856336381	18.2464414067748	21.1833932289039	21.0676149323088	19.9872948151748
FMOD	0.0276092872004547	0.0244355624786411	NaN	NaN	NaN	NaN
PSG4	1.79460916679219	1.14038035461708	15.0797953193807	20.376780927349	15.9870242190731	25.0369168992221
NOSTRIN	0.313436804069186	0.42536716117135	0.459621032012365	0.620894577488508	0.755979180212139	0.718929722222454
EPHB2	43.5556459430847	39.6458575960271	63.1141746026067	47.7639496110869	54.1573836577802	38.5528088795409
GGH	7.84879793871538	6.72064229776001	7.08997261530157	6.16913301555866	7.76615842139161	7.81171992932968
CDK17	3.99580121831431	3.34309039160908	4.72854041426781	4.93561041363924	5.32511544477526	6.03169042494058
KPTN	7.62460224130447	8.02965071811997	3.23297178226605	3.39468407819478	3.1287351075237	3.25463811721814
CPSF4L	5.87764075469679	6.63730965826088	1.87667705073298	10.348170814786	8.25220000581569	11.4447560641024
ANGPTL2	1.50632121016003	1.65012936902994	1.81865575366433	1.48664829555485	1.67922674536947	2.11960424204604
BFSP1	0.162243534006687	0.377595762432351	0.151834063869511	0.217814072383722	0.174036387221804	0.253554879366807
B3GALT6	4.64921416924176	4.74609401602468	4.57655580513773	4.60506460714287	4.762724857574	4.89742667693177
MXRA8	1.08507467438346	1.19112268246135	0.859499997428762	1.32594961975925	1.34421156648239	1.00059388829015
GORASP1	10.6202964724193	11.6368258530503	10.9465782242419	12.8267818114626	9.92877949623221	10.1050294640695
NEK9	3.11624798259963	3.45611390489324	3.32621665169223	5.89183353843984	6.39552445018754	7.25819134439674
ARPP19	17.8882344613985	17.3227428611683	19.2522632156156	19.6601264877502	15.4309894211781	18.4715959540016
ARL17A	0.845736242788782	0.885198529263859	1.06526845027616	0.929180086032349	0.933190353801502	1.04144737495659
GTPBP2	7.39417163586524	6.55647486769278	9.13383551497314	8.3893019078473	8.70669931219941	7.41710167951677
TMEM240	0.324080442614861	0.332848900117938	0.199558496303837	0.19040886079518	0.128672177277835	0.333776938304835
UBE2D4	6.01801395904995	7.28539493987183	5.88512195858241	5.78259212955472	5.70153341581438	6.2107580975826
BAG5	10.4293637088634	10.0721719314474	6.60792330910906	8.79457021698944	8.92474924636953	9.0511945410993
GGT1	0.358339250035873	0.382007277280571	0.550896579700304	0.408261050680714	0.364101112491179	0.772047341120966
ZHX1-C8ORF76	15.8130597481782	17.1234978624976	14.466957412127	14.114944714477	12.6538320951464	16.4484211365744
ZNF558	2.31256654237022	1.97000520710775	2.09823102911196	2.25087715244027	2.60676607107522	2.01721028123935
UTP6	6.8759718005394	7.51059164836926	9.18866515303855	8.88191133023551	8.92990660306166	10.0297484035045
MTERF	1.69913648988512	1.96686203095707	1.62292053190108	1.33209720597621	1.86680539330401	1.37801499705765
ZBTB47	4.80588707576092	4.59135330606091	4.25557175414035	4.16028463984917	5.13293082721946	2.71285159329469
GRB7	30.2352816356939	21.5988805014793	18.5252119596984	16.7646902498512	11.7285000766926	13.5012058780862
TNFRSF18	0.0695878251013505	0.0928073806192035	NaN	NaN	NaN	NaN
FUT9	0.205872225190503	0.158808217305742	0.127547550587009	0.130208561863994	0.13171804720793	0.160436120208827
CYB5R4	3.0640966208441	3.49377442458395	4.46013882837752	3.96474419614211	4.99243558470569	4.23033575074009
CCDC173	1.90245493258349	0.37231461564774	0.352005187244185	1.54410403605423	0.399267529892765	0.462335677596646
PPP2R1B	8.69813997863306	9.66746056288711	13.6480349137738	14.0902613107404	12.5121620509683	14.0262927501005
ZNF501	0.534820214537182	0.643075256514603	0.491062707788587	0.255886338098579	0.527277052614347	0.400295087026602
SIMC1	7.38241309332885	6.35444462560514	5.79853614804468	6.63454099947148	5.5232856456449	7.04033790065862
BNIP3L	21.7446425299107	16.8272077345188	25.1917783394968	27.5546839541575	22.2961695509903	26.0666784519779
C1orf162	0.110277372834223	0.408411099406131	0.23370348616571	0.125312299444339	0.200484999741706	0.0932889831918607
ASXL2	3.8320297285385	3.41998877068235	2.6716944217378	2.89317408915648	2.84073582133255	3.08025911048453
ARSG	1.1816594025564	0.82442877416742	1.53070059203807	1.14757383192313	1.40318882410156	0.98864674453175
MFGE8	12.1536823343815	7.19245055126132	6.32131813067569	6.33580752858383	5.48461289295291	7.18391093770051
GSK3B	19.4089477156318	18.6097838623462	32.8421785949328	35.041269865018	24.9603692879247	32.6385695647029
C16orf96	0.0316176041575474	0.0697927549642108	0.144734733583003	NaN	0.0077009682023328	0.0549448190747959
SRP19	15.5020635222955	15.7503002023801	14.2266261719734	15.0360511203651	15.0834730345049	15.9424313583822
SPDYE3	1.71105665172195	1.35655044479747	3.6980578682679	2.53325809830582	0.885303765906222	0.703385131845168
LOH12CR1	2.88124072339343	2.93498904908966	2.78590147445199	2.90409092327695	2.90350428710411	2.77631759157135
TAS2R5	0.331407478708762	0.452153523273255	0.120255685163964	0.144500005030334	0.156644389729538	0.310557673031455
PTCHD1	0.314131640927472	0.315791425493256	0.00632049624380704	0.0174487391228112	0.0250396582405004	0.0471863020956133
RP11-1012A1.4	44.2708395676495	45.3424656159169	55.0915481624466	70.8848009751044	57.4353629623022	76.1190762167546
NOTCH3	10.4804057217932	8.48490713374492	7.45584709309035	5.52613965615772	2.27798856780902	3.81093745114375
CHRNB4	0.0821612389727816	0.0430019536331756	NaN	0.0681743613476448	0.030973357666604	0.0449941825494392
SASH1	7.35596112572566	6.35073991218731	7.38821919340012	5.0662807465099	5.48452072855892	5.82196621921947
SGTA	28.2952664897384	30.4314265679887	31.7559466979347	36.0243840292005	30.9387866405844	38.4079361655131
RBM45	1.58268099761026	1.56166756119939	1.3829260038554	1.86814200967535	1.61932677821203	1.38106180339071
CCDC88A	1.40939134247821	1.44921744167611	1.56164229063369	1.37986230025002	1.77562253593173	2.12985810645114
RAB27A	3.19651079108218	2.16488413009459	4.70734522231822	3.7310420460527	4.8191675907875	3.32586338470446
NPIPB5	3.69900274505008	3.32171878756654	3.10721540748165	2.44901777503965	2.99721590811138	2.84653554643121
GSTT2B	2.35319557057924	2.40456829626602	2.31299010547614	2.27413292721079	4.07222854044103	3.55516477198247
NME5	1.34817464127782	1.19857608744392	0.932057542972597	1.10864735674265	1.7508033202248	0.776819022076629
MYBPC1	NaN	NaN	NaN	NaN	NaN	0.246304361369775
TMEM37	0.0430739828791904	NaN	NaN	NaN	0.00611227769370823	0.0287437685300743
C9orf153	0.0197123513248721	0.0236447019502867	0.053868551149502	0.148813438016314	0.0382172963741024	0.0493459515006803
DLEU2L	0.212677790466002	0.319129321797665	0.118018465556033	0.30773149219423	0.12106253238506	0.344232601432456
ZNF843	0.0499570642765991	0.0405001646767526	0.143508168044164	0.133353861439271	0.124621963465215	0.111182010234367
APEH	23.029187413793	25.2696617558191	23.2424885190288	25.4117524769906	21.0050740048756	19.7173951081214
BRD7	24.4793689219	26.4943439936503	13.1272646741097	10.4068701673594	10.8561264462125	11.2212761248065
ABRACL	39.0533137373038	44.7271716569842	45.8894740175488	31.6951127700369	38.7397077068882	40.3379502499886
OGFR	16.8525022284255	17.1154658313982	18.3616912510208	17.4710860551377	18.442167147147	16.6161737882166
REV1	5.04851648242113	4.85534279682919	3.97942141143736	4.65735741708984	4.8712611529756	4.93306999023427
NIPA2	19.2875181418083	21.8379624353123	16.0985908287635	15.4977336334628	15.2913233321909	16.6247370778069
SMU1	13.9025055512475	15.1520381959466	20.8082974735711	22.6221749810715	21.6712460145986	22.9011238887067
ACRV1	0.275819641546861	0.194882803352226	0.0999053913227806	0.120217035081755	0.13794690538454	0.150375294309968
OR14A2	NaN	NaN	0.0278748375789487	0.0140677253574505	NaN	NaN
MKRN3	0.557374805757184	0.726898092655065	1.72310925052944	0.616121233569624	0.565068649164788	0.490193974098669
KRTAP4-1	NaN	0.0516572910255559	NaN	NaN	NaN	NaN
FANK1	1.26226076567148	1.09667623889468	0.987305636272925	1.03116670256364	0.896180832856636	0.866633506427036
HRG	0.0229727908689015	0.124964323903928	0.0444586017081966	NaN	0.0332538854779215	0.064640963617407
FAM154B	0.0103903653357436	0.0298656874738946	0.0545538611197472	0.0663962287264799	0.047042404645448	0.0370334490199532
WDR19	1.28295762849594	0.994055393568489	0.873287801466196	0.816942906641001	0.867979906155944	0.920688846155787
SLC26A9	0.0063903185867719	0.0478558567142693	0.0435160597666957	NaN	NaN	NaN
TKTL1	0.0241908387259908	0.0611038789677293	0.034299116552222	NaN	NaN	0.0356784539446727
EGLN3	3.07003896215539	2.6821901317863	2.2914945420135	12.578347824637	4.30581142582244	9.7575323410102
TIGD5	4.0461685111542	4.13143867374415	2.70570543309469	2.62628160054718	2.66766710820884	2.85772286605852
RFX2	1.10232995621815	1.04164053858121	1.11549709539633	0.972572842594254	0.799875508122803	1.385571538748
ACTG1	3446.76019535744	3176.67554327357	3503.13661905557	3579.01355982578	4260.45649996695	3422.35050790545
LRRC14B	0.0146832562997024	0.0362261485697336	NaN	NaN	NaN	NaN
COL4A5	1.9895094927169	1.6622361842447	1.86781758375729	2.78871207356852	2.34752479007476	1.89124706395844
RP1-139D8.6	NaN	NaN	NaN	NaN	0.180502052293556	0.0286285630449838
HAGH	8.36789675922678	8.73289824291791	11.1990029553788	8.26119059087776	13.0428990914454	7.96851100857224
TSPYL1	25.1233473129677	24.2729109700077	20.7185638832443	21.2799935249242	18.2371823721826	19.9037028905824
CCDC73	2.78090317569696	6.83570279448793	17.4622456067893	3.19013118586832	3.49435907612633	7.63747343541861
LPCAT3	10.3685033621253	10.9656621990384	3.47305559188031	3.28859577658305	3.37790509341159	3.57722311499049
AGAP5	0.300168489099585	0.244515399612589	0.1429472162895	0.179648654902578	0.139301210844818	0.173394700775896
BUD13	12.5371408185387	12.2029646807435	8.32527699859284	7.88491605889778	8.28156858027066	7.8406098172518
NRSN2	14.9109574501591	13.0337262556168	22.1582634369531	21.2047101184129	19.9716677169303	22.2360854481844
MTA1	39.8673307027656	41.2291020982026	27.1311304603193	37.7993413610344	35.0254250345307	41.6337800871198
UBE2G1	14.502334167308	15.9665456030081	17.1392239968381	19.0353763415261	15.6453670099186	19.1810582829439
CDC26	16.0138010013821	19.4901352976857	14.1577615157575	17.3812863193631	16.8823957234551	19.5772423010769
ADAMTS13	0.251137566234268	0.222592701953871	0.602393970209098	0.617736833540457	0.626080281009858	0.574663660125061
LSMEM1	0.153223773994268	0.0956724264897054	0.191178901591234	0.139336831911099	0.145275038862072	0.184115035212556
GLIS1	0.0226102634382461	NaN	NaN	NaN	NaN	NaN
PPP2CB	34.6593663143837	47.5093153976861	52.8391044272633	48.8577437698013	42.177705269551	42.72022291109
RBCK1	25.4479555147589	26.5626437662262	35.8752585889794	37.0169817892172	32.5754630521419	33.9575292625969
COL9A1	NaN	NaN	NaN	0.0279873693953489	NaN	NaN
WISP2	0.087909872485409	0.0785982506209531	0.0904366219204654	0.100967092122461	0.0692850185342188	0.0693478299002279
PABPC1L	4.79079425714028	4.30853436587488	4.24425472818323	3.64416809100327	4.518890161731	4.06474895304216
FAM76A	0.8896552130175	1.01989575747735	0.94052177915121	0.850315645064057	0.967074758265334	1.05213175287626
CCDC109B	9.29864287359183	8.95215045072369	8.77818781186954	7.87658678127264	8.37775118697111	7.0134274492937
C6orf163	0.0945234624293344	0.117037660637572	0.0754683102613913	0.0556356847561727	0.134304511766442	0.120093376044262
CBFA2T3	NaN	0.00679672372378232	NaN	NaN	NaN	NaN
MBTPS1	12.184862195205	11.5783784269072	13.1273429534831	13.0935127352582	12.796547891968	12.8116959065086
NUDCD2	4.05864323725061	3.51599350535116	2.63953160624872	3.10148264442185	2.5878604434573	2.99212331116256
GJC3	0.034856283200574	0.0850503458211806	0.033728196558395	NaN	0.0336084045128673	0.0426437401774536
DOCK11	1.6296323522627	1.49466579651336	2.19679344690936	2.97555245015533	3.22440717351297	2.37163741074841
ABHD17A	9.46432206622766	9.14116892055752	10.192683468454	9.29009243818847	8.36605739079918	8.9031275798627
ZNF200	0.98547848108144	1.08932451987388	1.19768964306919	1.47815861052729	1.2526649792959	1.54587338080528
STS	2.00059133645349	2.09385770893587	3.39636504710944	3.03289199747293	3.26835420393458	2.49828589115924
ASCC1	13.928582890874	12.9997234883001	12.4126417345211	14.4592485033554	13.8208123992609	14.4245483969353
MTNR1A	0.0301470179176615	0.0631049077521495	0.0291713416523881	0.0220830572471607	0.0498729369293934	0.0316404273741903
GAPVD1	5.81878918588324	4.93097443901499	5.64534885226864	5.84306808745736	7.20049790187257	7.27260397049218
PMF1-BGLAP	26.8196089182027	26.4894254791048	27.8095584035943	18.9199253574356	29.4300463704807	17.9144382995474
LCE3E	0.022277215367961	NaN	0.226340487624483	NaN	0.221122399577294	0.0467615481487625
C11orf21	NaN	NaN	NaN	0.0174005241659565	NaN	NaN
FAM65B	0.00667879224230822	NaN	NaN	NaN	0.0726375194310358	NaN
DNTTIP2	15.7237326720166	17.5183890127935	14.5792736021475	15.9472919916212	17.1751020255356	17.2680962965946
ICAM1	3.80047353536844	4.18882481387995	18.5000568244393	12.0448618138636	8.30664545280246	7.25135945567368
LIMD1	2.61278230563341	2.46049100154676	3.76138133063229	3.24415193058786	3.55720455350818	3.26391696640221
AP001631.10	0.155115425525062	0.0304400276176234	0.344295314440555	0.309603622945222	0.162511771244379	0.230851806378895
THOC2	12.3578398562962	13.0444574548946	14.3687542932266	13.9597461597999	13.0787497981053	15.5919249755998
THBS4	0.266414883430722	0.327244951648277	0.234406022668452	0.237489249030773	0.354591841501301	0.147202508414321
RHOF	21.3666430424509	17.8432636830944	28.4351712035829	27.8497924228003	17.7648386130443	23.6929468140732
GTF3C2	25.20016674492	28.000771521212	17.6093302942455	17.3054350096804	16.6491449988846	16.1979830501684
ITGB2	1.18953308593019	0.930677645686231	1.67525768465483	0.714211069383664	1.17816707213374	0.753663250236982
NFYA	6.8896219626793	7.50799167671435	8.88713419947282	7.10571475799127	8.67676230862965	7.76508268315254
CTAGE4	1.33063322381202	1.22752822344886	1.67943742252611	1.42288953948726	1.65967469774178	1.30547021828022
ADAM11	0.840702795253845	1.15341189932158	0.467965701425167	0.947821502703003	0.367358898192722	1.00686351073761
SNX14	11.9701712125326	12.0337476174075	11.3748342893187	11.5914930784202	11.388546719354	11.8858984170411
RNF169	6.71643435333946	6.8894265785067	10.2020191921888	9.02793392083781	8.09342721627693	9.54035717107327
MARCH1	0.230428850142692	0.190485731888931	0.237125414748905	0.163519308978482	0.100757982575689	0.276643708737543
KIAA1257	0.626969923419683	1.84262066791158	1.98483712066882	0.706558743457933	1.91469197950734	1.93204828039891
PCYT2	12.508387566166	10.8679553781124	21.1881075738405	13.5125512923894	16.9829814195672	12.8916537965903
MEGF10	0.0417621843096877	0.0461912759347342	0.0161587629173082	0.0791164649406151	0.145212581837625	0.0170744856089007
PROM2	32.5840407240169	31.2736730226217	20.4761559932164	21.7036522869823	14.9555359086034	17.1565824111845
BEND6	0.15517022888343	0.136641901750221	0.0863024061377405	0.202572755773945	0.188791113765116	0.190877219570669
LRRC34	3.79764982754762	3.58597012895587	2.43754215590597	2.47960196719765	1.96469773743942	2.53149353770059
IDI2	1.02672036776691	1.52784491213783	1.24620123473073	2.07678067954469	1.48342501675882	1.81422360777767
TRMT10B	3.16845097238816	2.16323376920177	3.48829924985617	3.30926671049127	3.52738850138873	2.97353220859599
CNTD2	2.90134705383383	3.65411373682839	7.33116726752441	8.22933392038399	7.12736175103887	7.34141627422699
NOD2	0.0818114415616779	0.0590417587183743	0.109100549290823	0.106422952337217	0.0225326527921492	0.0182331243898493
RASGRF2	0.0893011716873822	0.0691550141992609	0.120016661798251	0.117127757381416	0.067575800121752	0.0528459153716518
TMEM14C	22.7611925094031	23.7791688870025	37.9458660798901	36.3819156202148	32.9241516443029	37.6513621020792
ZFYVE1	3.12579733188389	2.60041612590586	3.83320211995666	5.51387386013771	5.87614412506575	4.47036926190123
SLC5A8	0.0193137688397647	0.0101070826002467	NaN	NaN	NaN	NaN
PTPRC	0.15781308509941	0.105525429074428	0.11759697103619	NaN	NaN	0.0728859844869742
SLC22A13	0.0216282498778986	0.11409786095576	0.0279043660085874	0.0462668229563483	0.0593226552202996	0.0512643048783981
LMF2	70.1421542025136	56.8742259590796	56.7725741414013	41.8791886676161	49.9707985363424	43.0534567843568
WIF1	0.18731254940125	0.193076746603211	0.297983275023829	0.101674955738361	0.00935117567426126	0.112781470732476
AK8	0.435049621409054	0.202639410903792	0.464004750017533	0.574234093349311	0.643796767748517	0.388148596961862
KCTD5	17.3641301419029	21.64502704316	23.7470203947074	26.6629872295618	21.1316886608664	24.7289272466546
IDH3B	91.5348928612337	108.146788103502	95.4939642495336	88.524516595229	86.0183081978891	100.964099119026
UBXN4	16.8171835196426	14.8973439204716	18.2476344045549	18.5977404433429	18.0446319381614	18.756229426659
C10orf126	NaN	NaN	NaN	0.00754912008108503	NaN	NaN
ARHGDIA	520.927002113752	559.031802175453	536.122860709361	440.789530819144	507.626346362411	436.82497118869
TNFRSF25	3.98096234024965	4.02613552379934	3.051957519279	3.03999006998584	3.01094027507751	2.53268530460617
MYO9A	1.28896022276197	0.872726103305553	1.08791713469358	1.09389448190651	1.30914048899068	1.10706494107742
ACMSD	0.458810514263736	0.181792647535412	0.365857243223701	0.848553221029196	0.239549266208735	1.82370037780174
EIF2A	79.273637134765	96.6646213936926	74.4185967072383	80.1248687726023	77.0269487133786	71.9386287089329
TMEM25	0.550518829248456	0.145456617118371	0.328897771433793	0.241709099323468	NaN	0.141209090208701
TSPAN7	0.619768823398333	0.628134794677898	0.272586017528854	0.228377946467472	0.685290136556165	0.172509516807943
KLK13	NaN	NaN	NaN	NaN	NaN	0.0677045163954831
FAM115A	3.35469901656831	2.50414064962892	5.40297512948396	4.31638643359002	5.52824314451576	3.84129480180983
DHX16	10.1508010491478	10.9474734054758	13.6785698345987	14.4721724614772	15.1901309581127	14.8327706563719
FAM180A	54.8523469339331	65.8014340471079	59.2454098735768	39.6978010652536	56.8623669405871	40.4138068282691
MRPS34	57.2931090597202	64.5027792513329	63.0688528272996	52.2428769326262	59.4962201658758	52.7084597569385
TAOK1	2.34085751402672	2.88510834374172	3.35950908152071	3.30478127420302	2.79562933606711	3.34702947352854
CEP97	1.39513389398293	1.46526178280298	1.85866780167469	2.13098057340366	1.63535209078241	1.6609634780601
KCNAB1	0.557495523307707	0.655444473299525	0.936121534607346	1.14656369426774	0.787340615791441	1.08359924436714
ACAT2	15.5050683993113	12.6088647806779	18.4998848296231	16.6571334589141	20.223991009503	17.1796942389942
NFIL3	1.53413619597538	1.15129002295949	1.55713054022404	1.297519949246	1.68477239313424	1.46967508863375
CCDC177	0.0320418516709608	0.0518033924547191	NaN	NaN	0.0106015211975617	0.0235403885866593
NXPE2	NaN	0.0194086279632803	NaN	NaN	NaN	NaN
GPATCH2L	1.33297537969601	1.22763247744256	1.18219695864427	1.49742294336778	1.47357730307558	1.66840668217946
GRN	139.327382720812	110.230864852561	170.654324939617	166.893154942013	164.867772008908	174.348969926756
QTRTD1	7.43549631745114	9.05612047238303	8.53991742559179	7.95314388955809	8.65526508532132	9.56771548015461
GREB1L	1.06845831131024	1.1077880870629	0.608049178353368	0.446923512826061	0.569500142136121	0.412176731353575
SPINK2	0.630643023466756	0.709341058508601	0.0813016096052669	NaN	0.381654763112222	0.177829704889381
C11orf52	3.98112088747734	4.00275028022668	5.1702232767315	4.01852865700329	4.65353621082714	3.2337151398175
BRINP2	1.21087290777643	1.62805208803131	0.0392964517833513	0.157435045536359	0.256313675226716	0.0755384448866557
MATR3	38.9577542574756	42.7499445868139	31.4841000711416	32.754420883797	31.3651586985627	34.7599314946945
AGAP8	0.232145705655464	0.330332427529361	0.280287875838182	0.243662207930536	0.20944468707378	0.259066245378571
SULT2B1	3.59677346084623	6.69878361827458	2.00348018321956	2.12313309788576	0.753199954966445	1.57440490852373
S100A9	128.836298385311	96.5365645354189	19.596505994925	11.5890506634034	8.87826873115044	3.97373882147527
POU6F1	0.236886645260345	0.254391659375853	0.478646534933028	0.434705817578157	0.414474046592988	0.300213959893215
ZNF581	10.5888057520493	10.8137715632783	6.64612558888401	6.73889424381098	6.69951406895179	6.60793740002067
CHODL	0.0789065425497052	NaN	0.0835225316237523	0.0565702147352798	0.112813782683472	0.0572571260899677
NTF4	0.263494607656994	0.169819067980702	0.684507100224989	0.493806707194289	0.642850687430896	0.353384870636884
CCDC87	0.280165597046123	0.224807174803498	0.524123446896115	0.60427274830867	0.672052795559189	0.651798231082828
GALNT7	3.79669713138948	3.85413391521342	5.05788209446375	4.70409294726404	5.63025837659973	4.94000877825553
SLC7A3	0.279014408766479	0.136131073922202	NaN	NaN	NaN	NaN
TMEM105	0.238368047560351	0.153594964151458	0.567217459429162	0.369783789250003	0.486417197751169	0.232646569056942
CDCA3	17.4308300746279	20.6956709217209	8.7671166067451	10.652925704183	9.25391693075021	9.61763046327115
HEATR3	6.58354002389901	7.32168756424261	3.33413830692388	3.21268981736462	2.97633457140983	3.13168413945455
FAR1	8.8159881205568	8.90370807815484	7.76563136606212	8.45135230821898	7.89659598532508	8.62854978360236
LRMP	0.544455143592966	0.226125919445202	NaN	NaN	NaN	0.568897684225763
STX4	18.2654883233518	17.3965203008992	26.1864233031918	24.7517073364766	25.2592767210966	28.2497862036473
PPP1R27	0.053799915374799	0.142637626283332	0.138965705515216	0.092641118207601	0.0784586446816066	NaN
CCNA1	0.562022175527487	0.948228838648259	0.151099740987226	0.160914344521676	0.137697743669625	0.223530842893195
PDIA2	0.122625032340758	0.243520220940987	0.209061281842115	NaN	NaN	0.226756396181697
EIF4EBP1	64.9075935891223	56.9970084317148	63.2524131505165	80.1914426797885	51.5880395748524	80.8189807867535
TMEM242	1.32309467865469	0.888070108053687	0.812794894542489	0.973290300893379	0.878837343460664	0.730586257077659
GANC	1.82193578447172	1.84072187130771	1.75481696306368	1.84378913768641	1.94193357139239	1.66853690930178
AL358813.2	NaN	0.090164132437011	0.104199847753586	0.0210348108588461	0.115794779789191	NaN
KCTD16	0.0142836629947784	0.00579145768998171	0.0193550283511894	0.0141157380719811	0.0147429280130588	0.00254737035653476
RNF103	2.36254348671275	2.11096579738576	1.94853557109062	2.08872750326834	2.04794584554319	1.78908864004437
XXcos-LUCA11.5	7.04874962687322	6.26362734506121	9.99290507764897	5.63691686289902	10.2377954776513	6.24997316975804
PLXDC1	0.0602829094216239	0.0945227777017386	0.0433165641767747	0.0806674785363516	0.12690379358774	0.0804825518842081
MATK	2.05945543861323	2.63847308437052	0.277016191809915	0.227319830586036	0.237662457243638	0.319157130308601
SLC16A12	NaN	NaN	NaN	NaN	NaN	0.0235892552170524
ELFN2	0.771084132138182	1.30017253921951	2.74680385728895	2.81335685038677	3.00123970771447	2.04045366836956
