collection	pathway	NES	pval	padj	size	leadingEdge
REACTOME	REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION	1.9648071162236553	2.7499147258221027e-5	0.004250234021126999	91	
REACTOME	REACTOME_INHIBITION_OF_DNA_RECOMBINATION_AT_TELOMERE	2.0670631270671582	3.8765127455339176e-5	0.0051073055422409365	38	
REACTOME	REACTOME_BASE_EXCISION_REPAIR	1.9853304562737295	5.177422865722714e-5	0.005457003700471741	60	
REACTOME	REACTOME_REPRODUCTION	1.8887348323667386	4.761791935932169e-5	0.005457003700471741	100	
REACTOME	REACTOME_BASE_EXCISION_REPAIR_AP_SITE_FORMATION	2.146050717263916	6.680864728624912e-5	0.005462118905723494	33	
REACTOME	REACTOME_CHROMATIN_MODIFICATIONS_DURING_THE_MATERNAL_TO_ZYGOTIC_TRANSITION_MZT	2.0826987573252502	7.636943187455757e-5	0.005462118905723494	30	
REACTOME	REACTOME_MEIOTIC_RECOMBINATION	2.045834349398268	7.171066277600047e-5	0.005462118905723494	47	
REACTOME	REACTOME_TELOMERE_MAINTENANCE	1.9481495161922413	8.29164160261631e-5	0.005462118905723494	83	
REACTOME	REACTOME_CHROMOSOME_MAINTENANCE	1.8836211576468032	7.842954423904899e-5	0.005462118905723494	110	
REACTOME	REACTOME_DNA_REPLICATION_PRE_INITIATION	1.8484817673294358	6.259738792700435e-5	0.005462118905723494	112	
REACTOME	REACTOME_MEIOTIC_SYNAPSIS	2.014265536946892	8.947929837572425e-5	0.0055477164992949034	45	
REACTOME	REACTOME_RESPONSE_OF_EIF2AK1_HRI_TO_HEME_DEFICIENCY	-1.9965259592543794	1.0110364494711562e-4	0.005920180098569993	15	
REACTOME	REACTOME_ACTIVATED_PKN1_STIMULATES_TRANSCRIPTION_OF_AR_ANDROGEN_RECEPTOR_REGULATED_GENES_KLK2_AND_KLK3	2.0407593983759202	1.2297149222085236e-4	0.006821681726356757	27	
REACTOME	REACTOME_ASSEMBLY_OF_THE_ORC_COMPLEX_AT_THE_ORIGIN_OF_REPLICATION	2.0706363787588926	1.3979491967278205e-4	0.007023860963778217	31	
REACTOME	REACTOME_ERCC6_CSB_AND_EHMT2_G9A_POSITIVELY_REGULATE_RRNA_EXPRESSION	1.9797917728065608	1.4168207724838042e-4	0.007023860963778217	38	
REACTOME	REACTOME_RHO_GTPASES_ACTIVATE_PKNS	1.9425287320788103	1.4660810360827398e-4	0.007023860963778217	54	
REACTOME	REACTOME_DIFFERENTIATION_OF_KERATINOCYTES_IN_INTERFOLLICULAR_EPIDERMIS_IN_MAMMALIAN_SKIN	2.094473216324523	1.7131829864640378e-4	0.007850847251013461	29	
REACTOME	REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	1.9842980041241134	1.8097408752070293e-4	0.00794777867695087	47	
REACTOME	REACTOME_REPLACEMENT_OF_PROTAMINES_BY_NUCLEOSOMES_IN_THE_MALE_PRONUCLEUS	2.03506469321275	2.12667661102197e-4	0.008966068592068626	18	
REACTOME	REACTOME_MEIOSIS	1.8822596638008022	2.2407731400179347e-4	0.009083749575303474	75	
REACTOME	REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP	1.864346261923089	2.364115080556796e-4	0.009228804795951345	73	
REACTOME	REACTOME_SIRT1_NEGATIVELY_REGULATES_RRNA_EXPRESSION	2.0045777970835146	2.6535576616948994e-4	0.009957938853199988	30	
REACTOME	REACTOME_B_WICH_COMPLEX_POSITIVELY_REGULATES_RRNA_EXPRESSION	1.935161552442517	2.739850348603412e-4	0.009957938853199988	50	
REACTOME	REACTOME_CONDENSATION_OF_PROPHASE_CHROMOSOMES	2.0209952847423835	2.917983382989531e-4	0.010111175895913609	35	
REACTOME	REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE	1.946195102257472	3.001925584053983e-4	0.010111175895913609	44	
REACTOME	REACTOME_ARACHIDONATE_METABOLISM	1.9233653276915832	3.069806723617035e-4	0.010111175895913609	43	
REACTOME	REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	1.941049047374301	3.419552244991689e-4	0.010921842624912848	46	
REACTOME	REACTOME_DNA_DOUBLE_STRAND_BREAK_REPAIR	1.696282048505133	4.899096692188327e-4	0.015187199745783812	147	
REACTOME	REACTOME_DNA_METHYLATION	1.9254093620638537	6.12671884037451e-4	0.018450176165013522	26	
REACTOME	REACTOME_RNA_POLYMERASE_I_PROMOTER_ESCAPE	1.8657004496741547	7.588018329281028e-4	0.02219868661765683	50	
REACTOME	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_SMALL_RNAS	1.831806625751574	8.003321550957871e-4	0.02219868661765683	69	
REACTOME	REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING	1.7969230582818552	7.9455358357885e-4	0.02219868661765683	72	
REACTOME	REACTOME_PROCESSING_OF_DNA_DOUBLE_STRAND_BREAK_ENDS	1.782021866589951	8.885749186376627e-4	0.024014306775489654	75	
REACTOME	REACTOME_HOMOLOGY_DIRECTED_REPAIR	1.74627620475617	0.0010361736470527647	0.02730317559984035	117	
REACTOME	REACTOME_DNA_STRAND_ELONGATION	1.9776167466404089	0.001116185217170858	0.02801093378328772	32	
REACTOME	REACTOME_HCMV_EARLY_EVENTS	1.6956811564380718	0.0010918320851598573	0.02801093378328772	89	
REACTOME	REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT	1.8176319827375313	0.001158507595964432	0.02809972809996013	74	
REACTOME	REACTOME_POSITIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION	1.8052706277410786	0.0011730436777971972	0.02809972809996013	65	
REACTOME	REACTOME_G2_M_CHECKPOINTS	1.6383310658624968	0.0012184292887220212	0.028538321562511338	134	
REACTOME	REACTOME_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR_IN_THE_PRESENCE_OF_LIGAND	1.8102751820018481	0.0012636556089140726	0.02895419590859636	50	
REACTOME	REACTOME_REGULATION_OF_ENDOGENOUS_RETROELEMENTS_BY_PIWI_INTERACTING_RNAS_PIRNAS	1.8119372421301831	0.0014672140398587729	0.03221757495856555	58	
REACTOME	REACTOME_DISEASES_OF_PROGRAMMED_CELL_DEATH	1.7858771362480803	0.0014559009922459941	0.03221757495856555	65	
REACTOME	REACTOME_SCAVENGING_BY_CLASS_A_RECEPTORS	-1.839202488534072	0.0015510565677750116	0.03336354331499719	15	
REACTOME	REACTOME_MATERNAL_TO_ZYGOTIC_TRANSITION_MZT	1.7403646331669216	0.001592604576930077	0.033572104481686016	71	
REACTOME	REACTOME_DNA_REPAIR	1.490207596010813	0.0017805978311675977	0.03679902184413036	301	
REACTOME	REACTOME_GENE_SILENCING_BY_RNA	1.6762997310278465	0.0018392988585687275	0.037281173017912284	96	
REACTOME	REACTOME_CELLULAR_SENESCENCE	1.566458110018109	0.0019457800153981294	0.03869532332508733	152	
REACTOME	REACTOME_PRC2_METHYLATES_HISTONES_AND_DNA	1.8748778332399698	0.002018163577203877	0.039391563155053454	35	
REACTOME	REACTOME_PEPTIDE_HORMONE_METABOLISM	-1.7788126165848834	0.0022675906911385226	0.043455283426545505	62	
REACTOME	REACTOME_MET_ACTIVATES_PTK2_SIGNALING	-1.8370969286382821	0.002677853589159208	0.05040103005310367	26	
REACTOME	REACTOME_RUNX1_REGULATES_GENES_INVOLVED_IN_MEGAKARYOCYTE_DIFFERENTIATION_AND_PLATELET_FUNCTION	1.765003982979918	0.002797491213417638	0.05172904805161738	56	
REACTOME	REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_HSCS	1.672678534033863	0.0031981351655875536	0.05811783559533244	77	
REACTOME	REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	1.664432118466467	0.003550892953766126	0.06278675012894762	85	
REACTOME	REACTOME_SYNTHESIS_OF_DNA	1.6058836087831285	0.0035741982995605853	0.06278675012894762	108	
REACTOME	REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION	1.7191618376398492	0.003792374749184551	0.0655272620596806	70	
REACTOME	REACTOME_STRIATED_MUSCLE_CONTRACTION	-1.8196987010879413	0.004696235169342245	0.07983599787881816	23	
REACTOME	REACTOME_HDACS_DEACETYLATE_HISTONES	1.689041983695839	0.0048230343938506235	0.08069013097013583	50	
REACTOME	REACTOME_NEGATIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION	1.6734494499099266	0.005047217690549729	0.08292656797732943	68	
REACTOME	REACTOME_HCMV_LATE_EVENTS	1.6405482046968858	0.005114067285129424	0.08292656797732943	72	
REACTOME	REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS	-1.7661013508831231	0.0058742827742952735	0.09381051581980633	30	
REACTOME	REACTOME_PKR_MEDIATED_SIGNALING	1.6339035098074781	0.006093096689976061	0.09585259569007117	71	
REACTOME	REACTOME_EUKARYOTIC_TRANSLATION_INITIATION	1.61536813610988	0.006261814886027587	0.0970581307334276	117	
REACTOME	REACTOME_HCMV_INFECTION	1.4987161303878187	0.007896870783800962	0.12062756240762629	113	
REACTOME	REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY	1.7808622642932095	0.008090933770926505	0.12182634563652193	19	
REACTOME	REACTOME_FORMATION_OF_TUBULIN_FOLDING_INTERMEDIATES_BY_CCT_TRIC	1.6896321751070678	0.009339655735339037	0.13864784711334288	22	
REACTOME	REACTOME_RHO_GTPASES_ACTIVATE_IQGAPS	1.7103172670080093	0.009938934667592032	0.13967516186189335	27	
REACTOME	REACTOME_AMINO_ACID_TRANSPORT_ACROSS_THE_PLASMA_MEMBRANE	-1.7046083701165533	0.009909720729734282	0.13967516186189335	26	
REACTOME	REACTOME_MITOTIC_PROPHASE	1.5857242774912805	0.009747605388152539	0.13967516186189335	104	
REACTOME	REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS	-1.530360323820413	0.009842163238513998	0.13967516186189335	93	
REACTOME	REACTOME_TRIGLYCERIDE_CATABOLISM	1.7838165617200852	0.010525633956358329	0.14597392355265365	16	
REACTOME	REACTOME_PROCESSIVE_SYNTHESIS_ON_THE_LAGGING_STRAND	1.684019462570313	0.010999392934228141	0.15056311886592808	15	
REACTOME	REACTOME_MET_PROMOTES_CELL_MOTILITY	-1.6140027003209383	0.011482186375200477	0.15515672358283722	37	
REACTOME	REACTOME_ESR_MEDIATED_SIGNALING	1.4332066253782654	0.012090790502105962	0.16131257201543903	174	
REACTOME	REACTOME_PLATELET_ADHESION_TO_EXPOSED_COLLAGEN	-1.6527514726071768	0.012593185868280853	0.1638668877181237	15	
REACTOME	REACTOME_UNFOLDED_PROTEIN_RESPONSE_UPR	-1.5293419898422216	0.012544492979156465	0.1638668877181237	91	
REACTOME	REACTOME_LAGGING_STRAND_SYNTHESIS	1.6789530605192668	0.012973135456357868	0.16474319001206256	20	
REACTOME	REACTOME_ECM_PROTEOGLYCANS	-1.5733265093567559	0.012927518236465301	0.16474319001206256	56	
REACTOME	REACTOME_INFLUENZA_INFECTION	1.4612326482777902	0.01322567609065923	0.16595074523279557	154	
REACTOME	REACTOME_INTERFERON_SIGNALING	1.3820219345476101	0.014229783691858986	0.17644931777905143	243	
REACTOME	REACTOME_GLYCOSAMINOGLYCAN_METABOLISM	1.480776834864094	0.015291474121161096	0.18525533015751489	111	
REACTOME	REACTOME_RHO_GTPASE_EFFECTORS	1.3791620391110098	0.015148521349596461	0.18525533015751489	271	
REACTOME	REACTOME_AMYLOID_FIBER_FORMATION	1.5565339966353828	0.015941865295944876	0.1909400684309761	59	
REACTOME	REACTOME_REGULATION_OF_ENDOGENOUS_RETROELEMENTS_BY_KRAB_ZFP_PROTEINS	1.576506897580327	0.016147756545154497	0.1912329820066611	70	
REACTOME	REACTOME_REGULATION_OF_ENDOGENOUS_RETROELEMENTS_BY_THE_HUMAN_SILENCING_HUB_HUSH_COMPLEX	1.6826524710116266	0.017230146458692062	0.19764620175813719	33	
REACTOME	REACTOME_NONSENSE_MEDIATED_DECAY_NMD	1.443158356310595	0.01725185062784499	0.19764620175813719	113	
REACTOME	REACTOME_SIGNALING_BY_NOTCH	1.4011295433461055	0.017038700386928816	0.19764620175813719	181	
REACTOME	REACTOME_COLLAGEN_DEGRADATION	-1.5761875169648467	0.01746461758899757	0.19793233267530583	49	
REACTOME	REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION	-1.6440479731891051	0.018157850720899867	0.20147612290302896	24	
REACTOME	REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES	-1.5764230143781994	0.018159612595624052	0.20147612290302896	58	
REACTOME	REACTOME_INTERFERON_GAMMA_SIGNALING	1.4943493146502813	0.020098522698218022	0.2206650304575187	81	
REACTOME	REACTOME_HSF1_DEPENDENT_TRANSACTIVATION	1.6226189115055	0.021112840666165474	0.22941169136225165	36	
REACTOME	REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING	1.6949769665240937	0.021431756990179546	0.2305007333433596	16	
REACTOME	REACTOME_FORMATION_OF_THE_BETA_CATENIN_TCF_TRANSACTIVATING_COMPLEX	1.517900480560698	0.02175343439340926	0.2315971702086198	53	
REACTOME	REACTOME_SARS_COV_1_MODULATES_HOST_TRANSLATION_MACHINERY	1.6172466677707602	0.022084915298451684	0.23277500724568073	35	
REACTOME	REACTOME_DEVELOPMENTAL_CELL_LINEAGES	1.5058525249161827	0.02341795325395901	0.2443814131650772	80	
REACTOME	REACTOME_ESTROGEN_DEPENDENT_GENE_EXPRESSION	1.463789589472963	0.023788658528684937	0.24456231044909052	108	
REACTOME	REACTOME_CDC42_GTPASE_CYCLE	1.3864597032094201	0.023899352918649263	0.24456231044909052	152	
REACTOME	REACTOME_SARS_COV_1_TARGETS_HOST_INTRACELLULAR_SIGNALLING_AND_REGULATORY_PATHWAYS	1.6820728926879716	0.024473644208746197	0.24803097111556244	16	
REACTOME	REACTOME_OPIOID_SIGNALLING	-1.460675057473056	0.024991270675106907	0.24954439027195624	81	
REACTOME	REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT	-1.3461675342349997	0.02509649465733146	0.24954439027195624	181	
REACTOME	REACTOME_RESOLUTION_OF_ABASIC_SITES_AP_SITES	1.5037162196220637	0.027418596036896697	0.2700859833914871	37	
REACTOME	REACTOME_AMINE_LIGAND_BINDING_RECEPTORS	1.6203795965715566	0.028176479723682157	0.2726278881602057	18	
REACTOME	REACTOME_G_ALPHA_S_SIGNALLING_EVENTS	-1.4005629945266402	0.028193965663626593	0.2726278881602057	100	
REACTOME	REACTOME_INTRAFLAGELLAR_TRANSPORT	1.4950401210553579	0.029618176092239518	0.2837959781929132	44	
REACTOME	REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS	-1.4392181636858725	0.03042013014754892	0.2888542087884375	66	
REACTOME	REACTOME_RESPIRATORY_ELECTRON_TRANSPORT	1.3814051885329295	0.03088951420108153	0.2906923925708923	140	
REACTOME	REACTOME_TELOMERE_C_STRAND_LAGGING_STRAND_SYNTHESIS	1.5632586983164367	0.032237633416688505	0.3006943860282273	34	
REACTOME	REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX	1.5791879818438581	0.03406737827235256	0.31497383069350526	33	
REACTOME	REACTOME_GAP_JUNCTION_TRAFFICKING_AND_REGULATION	1.4732341024149609	0.03512776503626934	0.3219536030280685	42	
REACTOME	REACTOME_SARS_COV_2_MODULATES_HOST_TRANSLATION_MACHINERY	1.4472149398400012	0.03686108416870425	0.3344498843585478	49	
REACTOME	REACTOME_SIGNALING_BY_NUCLEAR_RECEPTORS	1.3095540105093377	0.03712584105308358	0.3344498843585478	233	
REACTOME	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX1	1.3489087287733088	0.03758663190039464	0.33573144087301654	173	
REACTOME	REACTOME_SARS_COV_1_HOST_INTERACTIONS	1.4606027829923816	0.038807839742804696	0.3437265805791273	92	
REACTOME	REACTOME_ATF4_ACTIVATES_GENES_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS	-1.5153495612466972	0.039648426781443244	0.3482453485636765	27	
REACTOME	REACTOME_RHOJ_GTPASE_CYCLE	1.476410277986849	0.040256683739128066	0.35066565835571056	55	
REACTOME	REACTOME_PCNA_DEPENDENT_LONG_PATCH_BASE_EXCISION_REPAIR	1.5169086806457854	0.041445306582262226	0.35628813990758185	21	
REACTOME	REACTOME_SIGNALING_BY_MET	-1.4837218518575614	0.041578217465495795	0.35628813990758185	74	
REACTOME	REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	1.3779786522275317	0.04562043795620438	0.38777372262773724	110	
REACTOME	REACTOME_CELL_CYCLE_CHECKPOINTS	1.2617141198073942	0.04679376083188908	0.39456499133448875	255	
REACTOME	REACTOME_HSF1_ACTIVATION	1.5414621019846866	0.04770992366412214	0.39738402865387684	29	
REACTOME	REACTOME_CELL_JUNCTION_ORGANIZATION	1.3777199105023061	0.04788213627992634	0.39738402865387684	101	
REACTOME	REACTOME_TRIGLYCERIDE_METABOLISM	1.5322131185075243	0.04886248511663554	0.3974358974358974	24	
REACTOME	REACTOME_POLYMERASE_SWITCHING_ON_THE_C_STRAND_OF_THE_TELOMERE	1.5008142793610824	0.049019607843137254	0.3974358974358974	26	
REACTOME	REACTOME_ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS	1.4043113621534162	0.04838709677419355	0.3974358974358974	84	
REACTOME	REACTOME_DISEASES_OF_HEMOSTASIS	-1.5325886196564644	0.05387931034482758	0.4039345937659683	15	
REACTOME	REACTOME_RA_BIOSYNTHESIS_PATHWAY	-1.5322566459688531	0.0579998626838537	0.4039345937659683	17	
REACTOME	REACTOME_DARPP_32_EVENTS	-1.5260457848721423	0.05114869058119357	0.4039345937659683	23	
REACTOME	REACTOME_INCRETIN_SYNTHESIS_SECRETION_AND_INACTIVATION	-1.5211461048859065	0.06253611931404038	0.4039345937659683	17	
REACTOME	REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_CELL_DEATH_GENES	-1.519287763946482	0.05603448275862069	0.4039345937659683	15	
REACTOME	REACTOME_METAL_ION_SLC_TRANSPORTERS	-1.5182501052721709	0.06448023024093288	0.4039345937659683	17	
REACTOME	REACTOME_ATTENUATION_PHASE	1.4963159509877695	0.050980392156862744	0.4039345937659683	26	
REACTOME	REACTOME_COOPERATION_OF_PREFOLDIN_AND_TRIC_CCT_IN_ACTIN_AND_TUBULIN_FOLDING	1.4834895733783786	0.05534351145038168	0.4039345937659683	29	
REACTOME	REACTOME_GAP_JUNCTION_ASSEMBLY	1.4802196362280384	0.05534351145038168	0.4039345937659683	29	
REACTOME	REACTOME_TIGHT_JUNCTION_INTERACTIONS	-1.4735723254684152	0.06417432210341152	0.4039345937659683	23	
REACTOME	REACTOME_GAP_FILLING_DNA_REPAIR_SYNTHESIS_AND_LIGATION_IN_GG_NER	1.465610238563536	0.056530214424951264	0.4039345937659683	25	
REACTOME	REACTOME_ABERRANT_REGULATION_OF_MITOTIC_G1_S_TRANSITION_IN_CANCER_DUE_TO_RB1_DEFECTS	1.4636306663450565	0.06505576208178439	0.4039345937659683	17	
REACTOME	REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS	-1.4564042539202995	0.05473684210526316	0.4039345937659683	34	
REACTOME	REACTOME_SYNDECAN_INTERACTIONS	-1.4521877710584679	0.053169734151329244	0.4039345937659683	25	
REACTOME	REACTOME_WNT_LIGAND_BIOGENESIS_AND_TRAFFICKING	1.4437716890010899	0.06463878326996197	0.4039345937659683	21	
REACTOME	REACTOME_GABA_B_RECEPTOR_ACTIVATION	-1.4423784261458463	0.055674518201284794	0.4039345937659683	36	
REACTOME	REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM	1.4383867418602223	0.054307116104868915	0.4039345937659683	33	
REACTOME	REACTOME_PLATELET_CALCIUM_HOMEOSTASIS	-1.4312790289066277	0.0649895178197065	0.4039345937659683	20	
REACTOME	REACTOME_CARBOXYTERMINAL_POST_TRANSLATIONAL_MODIFICATIONS_OF_TUBULIN	1.4293772972146617	0.05714285714285714	0.4039345937659683	35	
REACTOME	REACTOME_PERK_REGULATES_GENE_EXPRESSION	-1.419264018737569	0.0625	0.4039345937659683	32	
REACTOME	REACTOME_RMTS_METHYLATE_HISTONE_ARGININES	1.41409501421733	0.062264150943396226	0.4039345937659683	41	
